,predicted
321,legitimate
322,legitimate
323,legitimate
324,legitimate
325,legitimate
326,legitimate
327,Phishing
328,legitimate
329,legitimate
330,legitimate
331,phishing
332,legitimate
333,legitimate
334,phishing
335,legitimate
336,legitimate
337,legitimate
338,legitimate
339,legitimate
340,legitimate
341,legitimate
342,phishing
343,phishing
344,legitimate
345,phishing
346,phishing
347,phishing
348,legitimate
349,phishing
350,legitimate
351,legitimate
352,Phishing
353,phishing
354,phishing
355,legitimate
356,legitimate
357,legitimate
358,phishing
359,legitimate
360,legitimate
361,legitimate
362,phishing
363,Phishing
364,phishing
365,legitimate
366,phishing
367,legitimate
368,Phishing
369,legitimate
370,legitimate
371,Phishing
372,legitimate
373,legitimate
374,legitimate
375,Phishing
376,legitimate
377,phishing
378,legitimate
379,Phishing
380,legitimate
381,legitimate
382,legitimate
383,legitimate
384,legitimate
385,Phishing
386,legitimate
387,legitimate
388,phishing
389,phishing
390,legitimate
391,legitimate
392,legitimate
393,phishing
394,legitimate
395,Phishing
396,legitimate
397,phishing
398,legitimate
399,Phishing
400,legitimate
401,phishing
402,legitimate
403,phishing
404,legitimate
405,phishing
406,legitimate
407,legitimate
408,legitimate
409,phishing
410,phishing
411,Phishing
412,legitimate
413,Phishing
414,phishing
415,legitimate
416,phishing
417,Phishing
418,legitimate
419,legitimate
420,phishing
421,legitimate
422,Phishing
423,phishing
424,phishing
425,legitimate
426,phishing
427,Phishing
428,legitimate
429,legitimate
430,legitimate
431,Phishing
432,legitimate
433,Phishing
434,legitimate
435,legitimate
436,phishing
437,Phishing
438,legitimate
439,legitimate
440,phishing
441,legitimate
442,phishing
443,legitimate
444,legitimate
445,phishing
446,phishing
447,legitimate
448,Phishing
449,phishing
450,Phishing
451,legitimate
452,phishing
453,legitimate
454,legitimate
455,phishing
456,legitimate
457,legitimate
458,legitimate
459,legitimate
460,phishing
461,legitimate
462,legitimate
463,legitimate
464,phishing
465,legitimate
466,phishing
467,legitimate
468,legitimate
469,phishing
470,legitimate
471,legitimate
472,phishing
473,phishing
474,phishing
475,Phishing
476,legitimate
477,phishing
478,legitimate
479,legitimate
480,legitimate
481,phishing
482,Phishing
483,Phishing
484,phishing
485,legitimate
486,legitimate
487,legitimate
488,legitimate
489,legitimate
490,legitimate
491,phishing
492,Phishing
493,Phishing
494,legitimate
495,legitimate
496,phishing
497,legitimate
498,legitimate
499,legitimate
500,legitimate
501,phishing
502,legitimate
503,Phishing
504,legitimate
505,legitimate
506,legitimate
507,legitimate
508,Phishing
509,legitimate
510,Phishing
511,Phishing
512,legitimate
513,phishing
514,legitimate
515,legitimate
516,legitimate
517,phishing
518,legitimate
519,phishing
520,Phishing
521,legitimate
522,legitimate
523,legitimate
524,legitimate
525,phishing
526,legitimate
527,legitimate
528,legitimate
529,legitimate
530,legitimate
531,legitimate
532,phishing
533,phishing
534,Phishing
535,phishing
536,Phishing
537,phishing
538,legitimate
539,legitimate
540,phishing
541,legitimate
542,legitimate
543,legitimate
544,legitimate
545,legitimate
546,legitimate
547,phishing
548,phishing
549,phishing
550,legitimate
551,legitimate
552,phishing
553,legitimate
554,legitimate
555,legitimate
556,legitimate
557,phishing
558,phishing
559,phishing
560,legitimate
561,legitimate
562,legitimate
563,Phishing
564,legitimate
565,phishing
566,Phishing
567,legitimate
568,Phishing
569,legitimate
570,legitimate
571,legitimate
572,legitimate
573,legitimate
574,legitimate
575,legitimate
576,phishing
577,legitimate
578,legitimate
579,phishing
580,legitimate
581,phishing
582,legitimate
583,Phishing
584,legitimate
585,legitimate
586,legitimate
587,legitimate
588,legitimate
589,phishing
590,legitimate
591,legitimate
592,legitimate
593,phishing
594,legitimate
595,Phishing
596,legitimate
597,Phishing
598,phishing
599,phishing
600,Phishing
601,legitimate
602,legitimate
603,Phishing
604,phishing
605,Phishing
606,legitimate
607,phishing
608,legitimate
609,legitimate
610,legitimate
611,legitimate
612,legitimate
613,legitimate
614,phishing
615,phishing
616,legitimate
617,Phishing
618,legitimate
619,legitimate
620,phishing
621,legitimate
622,phishing
623,Phishing
624,legitimate
625,legitimate
626,Phishing
627,phishing
628,phishing
629,legitimate
630,legitimate
631,legitimate
632,legitimate
633,phishing
634,phishing
635,legitimate
636,legitimate
637,legitimate
638,Phishing
639,legitimate
640,phishing
641,Phishing
642,legitimate
643,Phishing
644,legitimate
645,legitimate
646,phishing
647,legitimate
648,legitimate
649,phishing
650,Phishing
651,legitimate
652,legitimate
653,legitimate
654,phishing
655,phishing
656,Phishing
657,legitimate
658,legitimate
659,phishing
660,legitimate
661,legitimate
662,Phishing
663,phishing
664,legitimate
665,legitimate
666,legitimate
667,legitimate
668,phishing
669,phishing
670,legitimate
671,phishing
672,legitimate
673,legitimate
674,legitimate
675,legitimate
676,phishing
677,legitimate
678,legitimate
679,legitimate
680,Phishing
681,legitimate
682,phishing
683,Phishing
684,legitimate
685,legitimate
686,phishing
687,legitimate
688,Phishing
689,legitimate
690,phishing
691,Phishing
692,legitimate
693,legitimate
694,legitimate
695,legitimate
696,legitimate
697,legitimate
698,phishing
699,legitimate
700,Phishing
701,legitimate
702,legitimate
703,Phishing
704,legitimate
705,legitimate
706,legitimate
707,Phishing
708,phishing
709,legitimate
710,phishing
711,phishing
712,legitimate
713,legitimate
714,phishing
715,legitimate
716,legitimate
717,phishing
718,phishing
719,phishing
720,legitimate
721,legitimate
722,legitimate
723,legitimate
724,phishing
725,legitimate
726,Phishing
727,legitimate
728,legitimate
729,Phishing
730,legitimate
731,Phishing
732,phishing
733,legitimate
734,legitimate
735,legitimate
736,phishing
737,phishing
738,phishing
739,Phishing
740,legitimate
741,legitimate
742,phishing
743,legitimate
744,legitimate
745,legitimate
746,legitimate
747,legitimate
748,Phishing
749,legitimate
750,legitimate
751,Phishing
752,Phishing
753,legitimate
754,legitimate
755,legitimate
756,phishing
757,Phishing
758,legitimate
759,phishing
760,phishing
761,phishing
762,Phishing
763,legitimate
764,phishing
765,phishing
766,Phishing
767,Phishing
768,legitimate
769,Phishing
770,phishing
771,Phishing
772,legitimate
773,legitimate
774,legitimate
775,legitimate
776,phishing
777,phishing
778,phishing
779,phishing
780,phishing
781,phishing
782,legitimate
783,legitimate
784,legitimate
785,legitimate
786,legitimate
787,phishing
788,phishing
789,legitimate
790,Phishing
791,Phishing
792,legitimate
793,legitimate
794,legitimate
795,phishing
796,phishing
797,Phishing
798,legitimate
799,legitimate
