,predicted
355,legitimate
356,legitimate
357,phishing
358,phishing
359,legitimate
360,phishing
361,phishing
362,phishing
363,legitimate
364,legitimate
365,legitimate
366,phishing
367,phishing
368,phishing
369,phishing
370,legitimate
371,legitimate
372,phishing
373,legitimate
374,phishing
375,phishing
376,phishing
377,phishing
378,legitimate
379,legitimate
380,phishing
381,phishing
382,legitimate
383,phishing
384,phishing
385,phishing
386,phishing
387,phishing
388,phishing
389,phishing
390,legitimate
391,phishing
392,phishing
393,legitimate
394,phishing
395,legitimate
396,legitimate
397,legitimate
398,phishing
399,phishing
400,legitimate
401,legitimate
402,phishing
403,legitimate
404,phishing
405,legitimate
406,legitimate
407,phishing
408,legitimate
409,legitimate
410,legitimate
411,phishing
412,phishing
413,legitimate
414,phishing
415,phishing
416,phishing
417,legitimate
418,legitimate
419,phishing
420,phishing
421,legitimate
422,legitimate
423,legitimate
424,phishing
425,legitimate
426,legitimate
427,legitimate
428,phishing
429,legitimate
430,phishing
431,legitimate
432,phishing
433,legitimate
434,phishing
435,phishing
436,legitimate
437,legitimate
438,phishing
439,legitimate
440,legitimate
441,phishing
442,phishing
443,legitimate
444,legitimate
445,phishing
446,phishing
447,phishing
448,legitimate
449,legitimate
450,phishing
451,legitimate
452,phishing
453,legitimate
454,phishing
455,phishing
456,legitimate
457,phishing
458,phishing
459,legitimate
460,legitimate
461,legitimate
462,legitimate
463,phishing
464,legitimate
465,phishing
466,phishing
467,phishing
468,phishing
469,legitimate
470,phishing
471,phishing
472,phishing
473,legitimate
474,legitimate
475,phishing
476,legitimate
477,legitimate
478,legitimate
479,phishing
480,legitimate
481,phishing
482,legitimate
483,phishing
484,phishing
485,phishing
486,legitimate
487,legitimate
488,legitimate
489,legitimate
490,phishing
491,legitimate
492,legitimate
493,phishing
494,phishing
495,legitimate
496,phishing
497,legitimate
498,phishing
499,phishing
500,legitimate
501,phishing
502,legitimate
503,phishing
504,legitimate
505,legitimate
506,phishing
507,phishing
508,legitimate
509,phishing
510,legitimate
511,phishing
512,legitimate
513,phishing
514,phishing
515,legitimate
516,legitimate
517,phishing
518,legitimate
519,legitimate
520,legitimate
521,phishing
522,phishing
523,legitimate
524,phishing
525,legitimate
526,legitimate
527,phishing
528,phishing
529,legitimate
530,phishing
531,phishing
532,legitimate
533,legitimate
534,legitimate
535,legitimate
536,phishing
537,phishing
538,legitimate
539,legitimate
540,phishing
541,legitimate
542,phishing
543,legitimate
544,phishing
545,legitimate
546,phishing
547,legitimate
548,phishing
549,phishing
550,phishing
551,phishing
552,phishing
553,phishing
554,phishing
555,phishing
556,legitimate
557,legitimate
558,legitimate
559,phishing
560,legitimate
561,legitimate
562,legitimate
563,legitimate
564,legitimate
565,phishing
566,phishing
567,legitimate
568,phishing
569,legitimate
570,legitimate
571,legitimate
572,legitimate
573,legitimate
574,legitimate
575,phishing
576,legitimate
577,legitimate
578,legitimate
579,phishing
580,phishing
581,phishing
582,phishing
583,phishing
584,legitimate
585,legitimate
586,legitimate
587,legitimate
588,legitimate
589,legitimate
590,phishing
591,phishing
592,legitimate
593,legitimate
594,legitimate
595,phishing
596,legitimate
597,legitimate
598,phishing
599,legitimate
600,phishing
601,legitimate
602,phishing
603,legitimate
604,phishing
605,legitimate
606,legitimate
607,phishing
608,phishing
609,legitimate
610,legitimate
611,legitimate
612,legitimate
613,phishing
614,legitimate
615,phishing
616,legitimate
617,legitimate
618,legitimate
619,phishing
620,phishing
621,legitimate
622,phishing
623,phishing
624,legitimate
625,phishing
626,legitimate
627,legitimate
628,legitimate
629,legitimate
630,phishing
631,legitimate
632,phishing
633,phishing
634,legitimate
635,phishing
636,legitimate
637,legitimate
638,phishing
639,phishing
640,phishing
641,legitimate
642,legitimate
643,phishing
644,legitimate
645,phishing
646,phishing
647,phishing
648,phishing
649,legitimate
650,legitimate
651,phishing
652,phishing
653,legitimate
654,legitimate
655,phishing
656,phishing
657,legitimate
658,legitimate
659,phishing
660,phishing
661,legitimate
662,legitimate
663,legitimate
664,legitimate
665,phishing
666,phishing
667,phishing
668,phishing
669,legitimate
670,legitimate
671,phishing
672,legitimate
673,phishing
674,phishing
675,legitimate
676,phishing
677,legitimate
678,phishing
679,phishing
680,phishing
681,phishing
682,legitimate
683,phishing
684,phishing
685,phishing
686,phishing
687,legitimate
688,legitimate
689,phishing
690,phishing
691,legitimate
692,phishing
693,legitimate
694,phishing
695,phishing
696,phishing
697,legitimate
698,legitimate
699,phishing
700,legitimate
701,phishing
702,legitimate
703,legitimate
704,legitimate
705,legitimate
706,phishing
707,phishing
708,phishing
709,phishing
710,phishing
711,phishing
712,legitimate
713,phishing
714,legitimate
715,legitimate
716,legitimate
717,phishing
718,legitimate
719,legitimate
720,legitimate
721,legitimate
722,legitimate
723,phishing
724,legitimate
725,legitimate
726,phishing
727,phishing
728,phishing
729,legitimate
730,legitimate
731,phishing
732,legitimate
733,legitimate
734,phishing
735,legitimate
736,legitimate
737,legitimate
738,phishing
739,phishing
740,legitimate
741,legitimate
742,phishing
743,phishing
744,legitimate
745,phishing
746,legitimate
747,phishing
748,phishing
749,legitimate
750,legitimate
751,legitimate
752,legitimate
753,legitimate
754,phishing
755,legitimate
756,phishing
757,legitimate
758,legitimate
759,legitimate
760,legitimate
761,legitimate
762,phishing
763,phishing
764,legitimate
765,legitimate
766,legitimate
767,legitimate
768,phishing
769,phishing
770,legitimate
771,phishing
772,phishing
773,phishing
774,phishing
775,phishing
776,legitimate
777,legitimate
778,legitimate
779,legitimate
780,phishing
781,phishing
782,legitimate
783,legitimate
784,phishing
785,legitimate
786,phishing
787,phishing
788,legitimate
789,legitimate
790,phishing
791,phishing
792,legitimate
793,phishing
794,legitimate
795,legitimate
796,phishing
797,phishing
798,legitimate
799,phishing
