,predicted
330,phishing
331,legitimate
332,legitimate
333,legitimate
334,legitimate
335,phishing
336,phishing
337,phishing
338,phishing
339,phishing
340,legitimate
341,legitimate
342,phishing
343,phishing
344,phishing
345,legitimate
346,legitimate
347,phishing
348,phishing
349,legitimate
350,phishing
351,legitimate
352,legitimate
353,phishing
354,legitimate
355,phishing
356,phishing
357,phishing
358,legitimate
359,phishing
360,legitimate
361,legitimate
362,legitimate
363,phishing
364,legitimate
365,phishing
366,phishing
367,legitimate
368,phishing
369,legitimate
370,legitimate
371,legitimate
372,legitimate
373,phishing
374,legitimate
375,legitimate
376,phishing
377,phishing
378,legitimate
379,phishing
380,phishing
381,phishing
382,phishing
383,legitimate
384,legitimate
385,legitimate
386,phishing
387,phishing
388,phishing
389,phishing
390,phishing
391,phishing
392,phishing
393,legitimate
394,phishing
395,phishing
396,legitimate
397,legitimate
398,legitimate
399,phishing
400,legitimate
401,legitimate
402,legitimate
403,phishing
404,phishing
405,legitimate
406,legitimate
407,legitimate
408,legitimate
409,phishing
410,legitimate
411,legitimate
412,legitimate
413,phishing
414,phishing
415,legitimate
416,phishing
417,phishing
418,legitimate
419,phishing
420,phishing
421,phishing
422,legitimate
423,legitimate
424,phishing
425,legitimate
426,legitimate
427,phishing
428,phishing
429,legitimate
430,legitimate
431,phishing
432,phishing
433,phishing
434,phishing
435,legitimate
436,phishing
437,legitimate
438,legitimate
439,legitimate
440,phishing
441,legitimate
442,legitimate
443,phishing
444,legitimate
445,phishing
446,legitimate
447,legitimate
448,legitimate
449,phishing
450,legitimate
451,phishing
452,legitimate
453,legitimate
454,legitimate
455,legitimate
456,legitimate
457,legitimate
458,phishing
459,phishing
460,legitimate
461,legitimate
462,phishing
463,phishing
464,legitimate
465,phishing
466,phishing
467,legitimate
468,legitimate
469,legitimate
470,legitimate
471,phishing
472,phishing
473,phishing
474,legitimate
475,legitimate
476,phishing
477,phishing
478,phishing
479,legitimate
480,phishing
481,phishing
482,phishing
483,legitimate
484,phishing
485,phishing
486,phishing
487,phishing
488,legitimate
489,legitimate
490,legitimate
491,phishing
492,phishing
493,phishing
494,phishing
495,phishing
496,legitimate
497,phishing
498,legitimate
499,phishing
500,legitimate
501,phishing
502,legitimate
503,legitimate
504,phishing
505,legitimate
506,legitimate
507,phishing
508,legitimate
509,phishing
510,phishing
511,phishing
512,legitimate
513,phishing
514,legitimate
515,legitimate
516,phishing
517,legitimate
518,phishing
519,phishing
520,legitimate
521,phishing
522,legitimate
523,legitimate
524,phishing
525,phishing
526,phishing
527,phishing
528,legitimate
529,phishing
530,legitimate
531,legitimate
532,phishing
533,phishing
534,phishing
535,legitimate
536,phishing
537,phishing
538,legitimate
539,legitimate
540,phishing
541,phishing
542,legitimate
543,phishing
544,legitimate
545,legitimate
546,phishing
547,legitimate
548,phishing
549,legitimate
550,phishing
551,legitimate
552,legitimate
553,phishing
554,phishing
555,phishing
556,phishing
557,phishing
558,legitimate
559,legitimate
560,legitimate
561,legitimate
562,legitimate
563,legitimate
564,phishing
565,phishing
566,phishing
567,phishing
568,phishing
569,legitimate
570,legitimate
571,legitimate
572,legitimate
573,legitimate
574,legitimate
575,phishing
576,phishing
577,phishing
578,phishing
579,phishing
580,phishing
581,legitimate
582,phishing
583,phishing
584,legitimate
585,phishing
586,legitimate
587,legitimate
588,phishing
589,phishing
590,phishing
591,phishing
592,legitimate
593,phishing
594,legitimate
595,legitimate
596,legitimate
597,phishing
598,phishing
599,legitimate
600,phishing
601,legitimate
602,legitimate
603,phishing
604,legitimate
605,phishing
606,phishing
607,legitimate
608,legitimate
609,phishing
610,legitimate
611,phishing
612,phishing
613,legitimate
614,legitimate
615,phishing
616,phishing
617,phishing
618,legitimate
619,phishing
620,phishing
621,legitimate
622,legitimate
623,phishing
624,legitimate
625,phishing
626,phishing
627,phishing
628,phishing
629,phishing
630,legitimate
631,legitimate
632,legitimate
633,legitimate
634,legitimate
635,legitimate
636,legitimate
637,phishing
638,phishing
639,legitimate
640,phishing
641,legitimate
642,legitimate
643,phishing
644,legitimate
645,phishing
646,phishing
647,legitimate
648,legitimate
649,legitimate
650,legitimate
651,phishing
652,legitimate
653,legitimate
654,phishing
655,phishing
656,phishing
657,phishing
658,phishing
659,legitimate
660,legitimate
661,phishing
662,legitimate
663,phishing
664,legitimate
665,phishing
666,legitimate
667,phishing
668,phishing
669,phishing
670,phishing
671,phishing
672,phishing
673,legitimate
674,phishing
675,phishing
676,phishing
677,legitimate
678,legitimate
679,legitimate
680,phishing
681,legitimate
682,legitimate
683,phishing
684,legitimate
685,phishing
686,legitimate
687,phishing
688,legitimate
689,phishing
690,phishing
691,legitimate
692,phishing
693,legitimate
694,phishing
695,phishing
696,phishing
697,phishing
698,phishing
699,legitimate
700,legitimate
701,legitimate
702,legitimate
703,legitimate
704,legitimate
705,phishing
706,phishing
707,phishing
708,legitimate
709,phishing
710,legitimate
711,phishing
712,phishing
713,legitimate
714,phishing
715,legitimate
716,legitimate
717,legitimate
718,legitimate
719,phishing
720,phishing
721,legitimate
722,phishing
723,legitimate
724,phishing
725,legitimate
726,legitimate
727,legitimate
728,phishing
729,legitimate
730,legitimate
731,phishing
732,legitimate
733,legitimate
734,phishing
735,phishing
736,phishing
737,legitimate
738,legitimate
739,legitimate
740,phishing
741,legitimate
742,legitimate
743,phishing
744,phishing
745,phishing
746,phishing
747,legitimate
748,legitimate
749,phishing
750,phishing
751,legitimate
752,legitimate
753,legitimate
754,legitimate
755,legitimate
756,phishing
757,legitimate
758,phishing
759,phishing
760,phishing
761,phishing
762,legitimate
763,phishing
764,phishing
765,phishing
766,phishing
767,phishing
768,legitimate
769,phishing
770,legitimate
771,legitimate
772,legitimate
773,phishing
774,phishing
775,legitimate
776,legitimate
777,legitimate
778,phishing
779,legitimate
780,phishing
781,legitimate
782,phishing
783,legitimate
784,phishing
785,phishing
786,legitimate
787,phishing
788,phishing
789,legitimate
790,phishing
791,legitimate
792,phishing
793,phishing
794,legitimate
795,phishing
796,legitimate
797,legitimate
798,legitimate
799,legitimate
