,predicted
331,legitimate
332,legitimate
333,phishing
334,phishing
335,legitimate
336,legitimate
337,phishing
338,phishing
339,phishing
340,phishing
341,legitimate
342,legitimate
343,legitimate
344,phishing
345,legitimate
346,phishing
347,phishing
348,phishing
349,phishing
350,phishing
351,phishing
352,legitimate
353,phishing
354,phishing
355,phishing
356,phishing
357,phishing
358,legitimate
359,legitimate
360,phishing
361,phishing
362,legitimate
363,phishing
364,phishing
365,phishing
366,phishing
367,phishing
368,phishing
369,legitimate
370,phishing
371,legitimate
372,phishing
373,phishing
374,phishing
375,legitimate
376,legitimate
377,phishing
378,phishing
379,legitimate
380,legitimate
381,phishing
382,phishing
383,legitimate
384,legitimate
385,legitimate
386,legitimate
387,legitimate
388,legitimate
389,phishing
390,legitimate
391,legitimate
392,legitimate
393,phishing
394,legitimate
395,legitimate
396,phishing
397,phishing
398,legitimate
399,legitimate
400,phishing
401,phishing
402,legitimate
403,phishing
404,legitimate
405,phishing
406,legitimate
407,legitimate
408,phishing
409,legitimate
410,legitimate
411,phishing
412,legitimate
413,legitimate
414,phishing
415,phishing
416,legitimate
417,legitimate
418,phishing
419,phishing
420,legitimate
421,legitimate
422,legitimate
423,phishing
424,legitimate
425,legitimate
426,legitimate
427,phishing
428,legitimate
429,legitimate
430,legitimate
431,legitimate
432,legitimate
433,legitimate
434,legitimate
435,legitimate
436,legitimate
437,legitimate
438,phishing
439,legitimate
440,legitimate
441,legitimate
442,legitimate
443,phishing
444,phishing
445,phishing
446,legitimate
447,legitimate
448,phishing
449,phishing
450,legitimate
451,legitimate
452,legitimate
453,phishing
454,phishing
455,phishing
456,phishing
457,phishing
458,legitimate
459,phishing
460,phishing
461,legitimate
462,legitimate
463,legitimate
464,legitimate
465,legitimate
466,legitimate
467,phishing
468,phishing
469,phishing
470,legitimate
471,phishing
472,phishing
473,legitimate
474,legitimate
475,phishing
476,phishing
477,legitimate
478,phishing
479,phishing
480,phishing
481,legitimate
482,phishing
483,phishing
484,legitimate
485,phishing
486,phishing
487,legitimate
488,phishing
489,phishing
490,phishing
491,phishing
492,phishing
493,legitimate
494,legitimate
495,phishing
496,phishing
497,legitimate
498,legitimate
499,phishing
500,legitimate
501,legitimate
502,phishing
503,phishing
504,legitimate
505,phishing
506,legitimate
507,phishing
508,phishing
509,phishing
510,legitimate
511,phishing
512,legitimate
513,legitimate
514,legitimate
515,legitimate
516,legitimate
517,phishing
518,phishing
519,phishing
520,phishing
521,phishing
522,legitimate
523,phishing
524,phishing
525,legitimate
526,phishing
527,phishing
528,legitimate
529,legitimate
530,phishing
531,phishing
532,legitimate
533,phishing
534,legitimate
535,phishing
536,legitimate
537,legitimate
538,legitimate
539,legitimate
540,phishing
541,legitimate
542,legitimate
543,phishing
544,legitimate
545,legitimate
546,phishing
547,legitimate
548,phishing
549,phishing
550,phishing
551,legitimate
552,phishing
553,phishing
554,phishing
555,legitimate
556,phishing
557,legitimate
558,phishing
559,legitimate
560,legitimate
561,phishing
562,legitimate
563,legitimate
564,phishing
565,legitimate
566,legitimate
567,legitimate
568,phishing
569,phishing
570,phishing
571,phishing
572,phishing
573,legitimate
574,legitimate
575,phishing
576,legitimate
577,legitimate
578,legitimate
579,phishing
580,phishing
581,phishing
582,phishing
583,legitimate
584,legitimate
585,legitimate
586,phishing
587,phishing
588,legitimate
589,phishing
590,legitimate
591,phishing
592,legitimate
593,legitimate
594,phishing
595,legitimate
596,legitimate
597,legitimate
598,phishing
599,legitimate
600,legitimate
601,legitimate
602,phishing
603,phishing
604,phishing
605,phishing
606,phishing
607,legitimate
608,legitimate
609,phishing
610,phishing
611,phishing
612,phishing
613,phishing
614,phishing
615,phishing
616,phishing
617,phishing
618,legitimate
619,legitimate
620,phishing
621,legitimate
622,phishing
623,phishing
624,legitimate
625,legitimate
626,phishing
627,phishing
628,legitimate
629,phishing
630,phishing
631,legitimate
632,phishing
633,legitimate
634,legitimate
635,phishing
636,phishing
637,phishing
638,legitimate
639,legitimate
640,legitimate
641,phishing
642,legitimate
643,phishing
644,phishing
645,phishing
646,phishing
647,legitimate
648,legitimate
649,legitimate
650,legitimate
651,legitimate
652,legitimate
653,legitimate
654,legitimate
655,legitimate
656,phishing
657,legitimate
658,legitimate
659,legitimate
660,legitimate
661,phishing
662,legitimate
663,legitimate
664,legitimate
665,phishing
666,legitimate
667,legitimate
668,phishing
669,phishing
670,legitimate
671,phishing
672,phishing
673,legitimate
674,phishing
675,legitimate
676,legitimate
677,phishing
678,phishing
679,legitimate
680,phishing
681,phishing
682,phishing
683,phishing
684,legitimate
685,phishing
686,phishing
687,legitimate
688,legitimate
689,phishing
690,phishing
691,legitimate
692,phishing
693,phishing
694,phishing
695,phishing
696,phishing
697,legitimate
698,legitimate
699,legitimate
700,legitimate
701,phishing
702,phishing
703,legitimate
704,phishing
705,phishing
706,phishing
707,legitimate
708,phishing
709,phishing
710,phishing
711,legitimate
712,phishing
713,phishing
714,legitimate
715,phishing
716,phishing
717,legitimate
718,phishing
719,legitimate
720,legitimate
721,legitimate
722,legitimate
723,phishing
724,legitimate
725,phishing
726,phishing
727,phishing
728,legitimate
729,legitimate
730,legitimate
731,phishing
732,legitimate
733,phishing
734,legitimate
735,phishing
736,phishing
737,legitimate
738,phishing
739,phishing
740,legitimate
741,phishing
742,legitimate
743,phishing
744,legitimate
745,phishing
746,phishing
747,legitimate
748,legitimate
749,legitimate
750,phishing
751,phishing
752,phishing
753,phishing
754,phishing
755,phishing
756,legitimate
757,legitimate
758,legitimate
759,phishing
760,legitimate
761,legitimate
762,legitimate
763,phishing
764,legitimate
765,legitimate
766,legitimate
767,phishing
768,phishing
769,phishing
770,legitimate
771,legitimate
772,legitimate
773,phishing
774,legitimate
775,legitimate
776,phishing
777,legitimate
778,legitimate
779,legitimate
780,phishing
781,phishing
782,phishing
783,phishing
784,legitimate
785,legitimate
786,legitimate
787,legitimate
788,phishing
789,phishing
790,phishing
791,legitimate
792,phishing
793,phishing
794,phishing
795,legitimate
796,phishing
797,legitimate
798,legitimate
799,legitimate
