,predicted
356,legitimate
357,phishing
358,legitimate
359,legitimate
360,phishing
361,legitimate
362,legitimate
363,legitimate
364,phishing
365,legitimate
366,phishing
367,phishing
368,legitimate
369,legitimate
370,phishing
371,phishing
372,phishing
373,legitimate
374,legitimate
375,phishing
376,legitimate
377,phishing
378,legitimate
379,phishing
380,phishing
381,legitimate
382,phishing
383,phishing
384,phishing
385,legitimate
386,phishing
387,legitimate
388,phishing
389,legitimate
390,phishing
391,phishing
392,legitimate
393,legitimate
394,legitimate
395,legitimate
396,legitimate
397,phishing
398,legitimate
399,legitimate
400,legitimate
401,legitimate
402,phishing
403,legitimate
404,legitimate
405,phishing
406,legitimate
407,phishing
408,legitimate
409,legitimate
410,legitimate
411,phishing
412,phishing
413,legitimate
414,phishing
415,phishing
416,legitimate
417,phishing
418,phishing
419,legitimate
420,legitimate
421,phishing
422,legitimate
423,legitimate
424,legitimate
425,phishing
426,phishing
427,phishing
428,phishing
429,legitimate
430,legitimate
431,phishing
432,phishing
433,phishing
434,legitimate
435,legitimate
436,legitimate
437,phishing
438,legitimate
439,phishing
440,phishing
441,phishing
442,phishing
443,legitimate
444,legitimate
445,legitimate
446,legitimate
447,phishing
448,phishing
449,legitimate
450,phishing
451,legitimate
452,legitimate
453,phishing
454,legitimate
455,legitimate
456,legitimate
457,phishing
458,phishing
459,legitimate
460,legitimate
461,legitimate
462,legitimate
463,legitimate
464,phishing
465,legitimate
466,legitimate
467,phishing
468,legitimate
469,legitimate
470,phishing
471,phishing
472,legitimate
473,phishing
474,legitimate
475,legitimate
476,legitimate
477,legitimate
478,phishing
479,phishing
480,phishing
481,phishing
482,legitimate
483,legitimate
484,phishing
485,legitimate
486,phishing
487,phishing
488,phishing
489,legitimate
490,phishing
491,legitimate
492,phishing
493,legitimate
494,phishing
495,legitimate
496,legitimate
497,legitimate
498,legitimate
499,phishing
500,phishing
501,legitimate
502,legitimate
503,phishing
504,phishing
505,phishing
506,legitimate
507,phishing
508,legitimate
509,legitimate
510,legitimate
511,phishing
512,phishing
513,phishing
514,legitimate
515,legitimate
516,legitimate
517,legitimate
518,phishing
519,phishing
520,phishing
521,legitimate
522,phishing
523,phishing
524,phishing
525,legitimate
526,legitimate
527,legitimate
528,phishing
529,legitimate
530,phishing
531,phishing
532,legitimate
533,phishing
534,legitimate
535,phishing
536,phishing
537,phishing
538,phishing
539,phishing
540,legitimate
541,phishing
542,phishing
543,phishing
544,legitimate
545,phishing
546,phishing
547,legitimate
548,legitimate
549,phishing
550,legitimate
551,legitimate
552,legitimate
553,legitimate
554,legitimate
555,legitimate
556,phishing
557,legitimate
558,legitimate
559,phishing
560,legitimate
561,phishing
562,legitimate
563,legitimate
564,legitimate
565,legitimate
566,legitimate
567,legitimate
568,legitimate
569,phishing
570,legitimate
571,legitimate
572,phishing
573,legitimate
574,legitimate
575,phishing
576,phishing
577,legitimate
578,legitimate
579,legitimate
580,phishing
581,phishing
582,legitimate
583,phishing
584,legitimate
585,legitimate
586,phishing
587,phishing
588,phishing
589,phishing
590,legitimate
591,phishing
592,legitimate
593,phishing
594,phishing
595,legitimate
596,legitimate
597,legitimate
598,legitimate
599,phishing
600,legitimate
601,phishing
602,phishing
603,phishing
604,phishing
605,legitimate
606,legitimate
607,legitimate
608,phishing
609,legitimate
610,phishing
611,legitimate
612,phishing
613,phishing
614,legitimate
615,legitimate
616,legitimate
617,phishing
618,phishing
619,legitimate
620,legitimate
621,phishing
622,legitimate
623,phishing
624,legitimate
625,legitimate
626,legitimate
627,phishing
628,phishing
629,phishing
630,phishing
631,legitimate
632,legitimate
633,legitimate
634,legitimate
635,legitimate
636,phishing
637,phishing
638,phishing
639,phishing
640,phishing
641,phishing
642,legitimate
643,phishing
644,legitimate
645,legitimate
646,legitimate
647,legitimate
648,phishing
649,phishing
650,legitimate
651,phishing
652,phishing
653,phishing
654,legitimate
655,phishing
656,legitimate
657,legitimate
658,phishing
659,legitimate
660,phishing
661,legitimate
662,legitimate
663,legitimate
664,legitimate
665,phishing
666,phishing
667,phishing
668,phishing
669,legitimate
670,phishing
671,phishing
672,legitimate
673,phishing
674,legitimate
675,phishing
676,phishing
677,legitimate
678,legitimate
679,phishing
680,legitimate
681,legitimate
682,phishing
683,legitimate
684,legitimate
685,phishing
686,legitimate
687,phishing
688,phishing
689,legitimate
690,legitimate
691,legitimate
692,legitimate
693,phishing
694,phishing
695,phishing
696,phishing
697,legitimate
698,phishing
699,legitimate
700,legitimate
701,legitimate
702,phishing
703,legitimate
704,phishing
705,phishing
706,phishing
707,legitimate
708,legitimate
709,phishing
710,legitimate
711,phishing
712,phishing
713,legitimate
714,phishing
715,legitimate
716,phishing
717,phishing
718,phishing
719,legitimate
720,phishing
721,phishing
722,legitimate
723,phishing
724,phishing
725,phishing
726,phishing
727,phishing
728,legitimate
729,phishing
730,phishing
731,phishing
732,legitimate
733,legitimate
734,phishing
735,phishing
736,phishing
737,legitimate
738,legitimate
739,legitimate
740,legitimate
741,legitimate
742,phishing
743,phishing
744,phishing
745,phishing
746,legitimate
747,legitimate
748,legitimate
749,legitimate
750,legitimate
751,legitimate
752,phishing
753,legitimate
754,legitimate
755,phishing
756,phishing
757,phishing
758,phishing
759,legitimate
760,phishing
761,phishing
762,legitimate
763,phishing
764,legitimate
765,phishing
766,phishing
767,phishing
768,phishing
769,legitimate
770,legitimate
771,legitimate
772,phishing
773,legitimate
774,phishing
775,phishing
776,legitimate
777,legitimate
778,phishing
779,phishing
780,legitimate
781,phishing
782,legitimate
783,legitimate
784,legitimate
785,legitimate
786,legitimate
787,legitimate
788,phishing
789,legitimate
790,legitimate
791,phishing
792,phishing
793,phishing
794,legitimate
795,legitimate
796,legitimate
797,phishing
798,legitimate
799,phishing
