predicted,targets,discrepancia,label,message
phishing,legitimate,True,legitimate,kick meeting tw dashboard please attend meeting tuesday 1 30 1 00 2 30 eb 4102 oma 696 discuss development implementation tw dashboard give presentation marketing dashboard brainstorming session possible types information need manage day day business would like make sure everyone using new dashboard please click access http nahou wwrmso 2 p ets enron com id password current logonid ex llindber lorraine please click nng tab think categories well additional type information would like tw tab expecting kick requirements phase pipeline profile next month also give quick presentation nng pipeline profile developed please contact x 3 7275 bobby mason x 3 5196 questions unable attend thanks martha
phishing,legitimate,True,legitimate,"URGENT Enron Kids - Christmas Hi everyone,  There are oodles of Kids who are not being adopted.  Please reach as deep into your pockets as you can so that we can perhaps adopt a second Kid.  What we will be providing them has been reduced to get more people interested in assisting.   Now, the Kids will not get a new pair of shoes or coat.    Some of you have already generously contributed.  Thank you!!  Some of you have adopted a Kid all by yourself.   Fabulous!!  Please give your contribution to Ruth or me.  The shopping will be handled for you.  Thanks,   Ruth and Iris"
phishing,legitimate,True,legitimate,introducing new iijournals online institutional investor journals published online dear subscriber institutional investor journals subscription includes free access full text website visit www iijournals com log onto new iijournals homepage go journal specific sites logon today following account information userid 13417514 password 13417514 new site features http www iijournals com read full text current issue online paper edition reaches mailbox use keyword search engine search entire listing iijournals abstracts access online article published since january 1999 update personal information change mailing address sample institutional investor journals read full text articles accessing full text articles institutional investor journals web site need install adobe acrobat 4 0 fileopen one time process take minutes please visit read articles page website click link http www iijournals com common readarticles asp hope enjoy new website additional questions comments suggestions website please email info iijournals com phone 212 224 3664 sincerely allison adams publisher http www iijournals com
legitimate,phishing,True,phishing,"E-LOAN Alert: Your 15 Year Fixed loan at 6.625% is available now.  On Mar 12 2001, you asked E-LOAN to monitor the mortgage market  daily to find the following loan(s):  30 Year Fixed with a 7.250% interest rate and 1.000 point(s). 15 Year Fixed with a 6.875% interest rate and 1.000 point(s). 30 Year Fixed with a 7.375% interest rate and 1.000 point(s).  We currently offer the following:  Loan Type           Rate           Points/(Rebate)          APR ------------------------------------------------------------------------ 30 Year Fixed       7.250%         0.680                    7.359%     15 Year Fixed       6.625%         0.787                    6.811%       To take advantage of our great rates, go to www.eloan.com, search  for today's up to the minute rates and complete the streamlined online  application. Your personal loan consultant will call you with a credit decision. Your loan consultant will then be your single point of contact  throughout the loan process.  And of course you can monitor your loan's  progress at your convenience through your password-protected E-Track account, available online any time.  Below is a list of some of the criteria that you provide E-LOAN with in  order to perform this rate search. To change your Rate Watch settings or  to unsubscribe from this email, please visit www.eloan.com/cgi-bin/watchinput.  Loan Amount: $400000 Property Value: $970000 Property Location: Texas Property Use: Home Property Type: Single Family Residence Loan Purpose: Purchase Will Document Income: Will document income to the lender  E-LOAN: A better way to get a home loan.  ----------------------------------------------------------------  Please note that interest rates change daily and that today's rates  are subject to change in response to market fluctuations. This is not an  offer to enter an interest lock-in agreement.  E-LOAN is an Equal Housing Lender"
phishing,legitimate,True,legitimate,status offers attached spreadsheet indicating status job offers left password voice mail
phishing,legitimate,True,legitimate,movieshack fzlhqllfimovieshackconz returns status saturday 3rd may hi tony monday 28th april indicated returned dvd displayed yet received dvd back shipping centre automated email provided alert possible return postal delays star trek enterprise season 1 2001 disc 3 please note dvds marked returned automatically trigger replacements dvds delayed dvd arrives shipping centre automatically removed currently list think may postal problem please submit report via message centre visit link httpwwwmovieshackconz_accountmcmdmessage email sent automated email address reply get email please visit contact page send response httpwwwmovieshackconz_movieshackicontact return status httpwwwmovieshackconz_accountmcmdeao fri 08 aug 2008 214842 1200 returns status saturday 3rd may
phishing,legitimate,True,legitimate,"Confirming your New Subscription to Paperloop.com ! Dear Monika Causholli,  This message is to confirm your order to Paperloop.com.  Your new Account information is below: 	User ID:	monikac 	Password:	causholli 	Name:		MONIKA CAUSHOLLI 	Title:	ANALYST 	Company:	ENRON 	Address1:	1400 SMITH STREET 	CityStZip:	HOUSTON TX 77002 	Tel. No:	(713) 345 1510 	Email Addr:	MONIKA.CAUSHOLLI@ENRON.COM   Your Subscription term is until 8/16/2002 If you have any questions or concerns about your Subscription, you can reach our customer service department through any of the following ways.  On the web: http://pubservice.com/subinfo.asp?PubCode=PU&AcctNo=860755&Zip=77002  Phone:	1-800-565-9226 or +322.536.0748 Fax:  	415-947-3700  Email:	mailto:info@paperloop.com Mail: 	Paperloop.com 		PO Box 16586 		North Hollywood,CA 91615  For future reference your  Account  number is PU860755. This Transaction id number is  110180.  Best Regards,  Your Paperloop.com team."
legitimate,phishing,True,phishing,"CNN Alerts: My Custom Alert    CNN Alerts: My Custom Alert            Alert Name: My Custom Alert Ledger's joker withdrawn from Oscar race  Fri, 8 Aug 2008 09:37:50 +0200  FULL STORY    You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings click here. To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.   Cable News Network. One CNN Center, Atlanta, Georgia 30303  2008 Cable News Network. A Time Warner Company All Rights Reserved. View our privacy policy and terms."
phishing,legitimate,True,legitimate,"Your Adobe Membership Thank you for becoming a member of the Adobe community.  Adobe Membership is your passport to special benefits, content, and services.   With your new membership, you can  * Subscribe to Adobe Edge * Review your purchases and activity in the Adobe Store * Manage and update your Adobe Profile * Upload and download items in the Adobe Exchange * Post messages to the Adobe forums  Your Adobe Membership ID is sigad@gvc.ceas-challenge.cc.  Log in to your account at any time to change your Adobe  Profile and preferences, or to sign up for the Edge.  Adobe Membership Center:     http://www.adobe.com/membership/  Enjoy your new membership!   Sincerely,  The Adobe Team cs-auto@adobe.com   Contact Information  U.S. and Canada: (800) 470-7211 http://www.adobe.com/support/  Outside the U.S. and Canada: +1 (415) 553-7186  http://www.adobe.com/international/support/  Adobe Support:   http://www.adobe.com/support/  Adobe and your privacy:   http://www.adobe.com/misc/privacy.html  Unsubscribe:   You may change your communication preferences by visiting  this web page:  http://www.adobe.com/membership/  Or, write to newsflash@hvm.macromedia.com and type  'no thanks' in the Subject line.   Adobe Systems Incorporated  345 Park Avenue, San Jose, CA 95110 USA"
legitimate,phishing,True,phishing,"CNN.com Daily Top 10 >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email1935@gvc.ceas-challenge.cc&l=cnn-dailytop10"
phishing,legitimate,True,legitimate,kick meeting tw dashboard please attend meeting tuesday 1 30 1 00 2 30 eb 4102 oma 696 discuss development implementation tw dashboard give presentation marketing dashboard brainstorming session possible types information need manage day day business would like make sure everyone using new dashboard please click access http nahou wwrmso 2 p ets enron com id password current logonid ex llindber lorraine please click nng tab think categories well additional type information would like tw tab expecting kick requirements phase pipeline profile next month also give quick presentation nng pipeline profile developed please contact x 3 7275 bobby mason x 3 5196 questions unable attend thanks martha
phishing,legitimate,True,legitimate,duke cashout entries 5 00 6 00 cashout amounts 5 00 6 00 duke energy field services also need enter demand fee account excess 103 charge sale side amounts let know questions may 2000 deal 157278 2 486 00 excess charge 2 38 cashout deal 157288 71 85 cashout june 2000 deal 157278 920 21 excess charge 208 88 cashout purchase cashout 6 00 thanks megan
