,predicted
334,legitimate
335,phishing
336,legitimate
337,phishing
338,legitimate
339,phishing
340,legitimate
341,phishing
342,legitimate
343,legitimate
344,legitimate
345,phishing
346,legitimate
347,legitimate
348,phishing
349,legitimate
350,legitimate
351,legitimate
352,phishing
353,legitimate
354,legitimate
355,legitimate
356,phishing
357,phishing
358,phishing
359,legitimate
360,phishing
361,phishing
362,legitimate
363,phishing
364,legitimate
365,phishing
366,legitimate
367,phishing
368,phishing
369,phishing
370,legitimate
371,legitimate
372,legitimate
373,legitimate
374,phishing
375,legitimate
376,legitimate
377,phishing
378,phishing
379,phishing
380,legitimate
381,phishing
382,legitimate
383,legitimate
384,legitimate
385,phishing
386,phishing
387,legitimate
388,phishing
389,phishing
390,legitimate
391,phishing
392,phishing
393,legitimate
394,phishing
395,legitimate
396,phishing
397,phishing
398,legitimate
399,legitimate
400,legitimate
401,phishing
402,phishing
403,legitimate
404,legitimate
405,legitimate
406,phishing
407,phishing
408,legitimate
409,legitimate
410,phishing
411,legitimate
412,phishing
413,phishing
414,phishing
415,phishing
416,phishing
417,phishing
418,phishing
419,legitimate
420,phishing
421,phishing
422,phishing
423,phishing
424,phishing
425,phishing
426,legitimate
427,legitimate
428,legitimate
429,legitimate
430,legitimate
431,legitimate
432,phishing
433,legitimate
434,phishing
435,legitimate
436,legitimate
437,legitimate
438,legitimate
439,phishing
440,phishing
441,phishing
442,phishing
443,phishing
444,phishing
445,legitimate
446,phishing
447,phishing
448,phishing
449,phishing
450,phishing
451,phishing
452,legitimate
453,phishing
454,legitimate
455,legitimate
456,legitimate
457,legitimate
458,legitimate
459,phishing
460,legitimate
461,phishing
462,phishing
463,legitimate
464,legitimate
465,phishing
466,phishing
467,legitimate
468,phishing
469,phishing
470,phishing
471,phishing
472,legitimate
473,phishing
474,phishing
475,phishing
476,legitimate
477,phishing
478,legitimate
479,legitimate
480,phishing
481,legitimate
482,phishing
483,legitimate
484,phishing
485,legitimate
486,legitimate
487,legitimate
488,phishing
489,phishing
490,legitimate
491,legitimate
492,phishing
493,phishing
494,phishing
495,legitimate
496,phishing
497,phishing
498,phishing
499,phishing
500,phishing
501,phishing
502,legitimate
503,phishing
504,legitimate
505,phishing
506,legitimate
507,phishing
508,phishing
509,phishing
510,phishing
511,phishing
512,phishing
513,phishing
514,phishing
515,phishing
516,phishing
517,phishing
518,phishing
519,legitimate
520,phishing
521,phishing
522,phishing
523,phishing
524,phishing
525,phishing
526,phishing
527,legitimate
528,phishing
529,legitimate
530,phishing
531,phishing
532,legitimate
533,phishing
534,legitimate
535,phishing
536,phishing
537,legitimate
538,legitimate
539,legitimate
540,phishing
541,phishing
542,legitimate
543,phishing
544,phishing
545,legitimate
546,legitimate
547,legitimate
548,phishing
549,legitimate
550,phishing
551,phishing
552,legitimate
553,legitimate
554,phishing
555,phishing
556,legitimate
557,phishing
558,legitimate
559,phishing
560,legitimate
561,legitimate
562,phishing
563,phishing
564,phishing
565,phishing
566,phishing
567,phishing
568,phishing
569,legitimate
570,phishing
571,phishing
572,phishing
573,legitimate
574,legitimate
575,phishing
576,legitimate
577,phishing
578,phishing
579,legitimate
580,legitimate
581,phishing
582,legitimate
583,legitimate
584,phishing
585,legitimate
586,phishing
587,phishing
588,phishing
589,phishing
590,phishing
591,legitimate
592,phishing
593,legitimate
594,legitimate
595,legitimate
596,legitimate
597,legitimate
598,phishing
599,legitimate
600,phishing
601,phishing
602,legitimate
603,legitimate
604,legitimate
605,phishing
606,legitimate
607,phishing
608,phishing
609,phishing
610,phishing
611,legitimate
612,phishing
613,legitimate
614,phishing
615,legitimate
616,legitimate
617,legitimate
618,legitimate
619,phishing
620,phishing
621,phishing
622,legitimate
623,phishing
624,phishing
625,phishing
626,phishing
627,phishing
628,phishing
629,phishing
630,phishing
631,phishing
632,legitimate
633,phishing
634,legitimate
635,legitimate
636,legitimate
637,legitimate
638,phishing
639,phishing
640,legitimate
641,phishing
642,phishing
643,phishing
644,legitimate
645,legitimate
646,legitimate
647,legitimate
648,legitimate
649,legitimate
650,phishing
651,phishing
652,legitimate
653,legitimate
654,legitimate
655,phishing
656,phishing
657,phishing
658,phishing
659,phishing
660,legitimate
661,phishing
662,phishing
663,phishing
664,phishing
665,phishing
666,phishing
667,phishing
668,legitimate
669,legitimate
670,phishing
671,phishing
672,phishing
673,legitimate
674,phishing
675,phishing
676,legitimate
677,legitimate
678,legitimate
679,legitimate
680,phishing
681,phishing
682,legitimate
683,phishing
684,legitimate
685,legitimate
686,phishing
687,legitimate
688,legitimate
689,phishing
690,phishing
691,phishing
692,legitimate
693,legitimate
694,legitimate
695,phishing
696,legitimate
697,phishing
698,legitimate
699,legitimate
700,legitimate
701,phishing
702,legitimate
703,phishing
704,legitimate
705,legitimate
706,legitimate
707,legitimate
708,phishing
709,legitimate
710,legitimate
711,legitimate
712,legitimate
713,legitimate
714,phishing
715,phishing
716,legitimate
717,legitimate
718,legitimate
719,phishing
720,phishing
721,phishing
722,legitimate
723,phishing
724,legitimate
725,legitimate
726,legitimate
727,phishing
728,phishing
729,legitimate
730,phishing
731,legitimate
732,phishing
733,legitimate
734,phishing
735,legitimate
736,phishing
737,phishing
738,legitimate
739,phishing
740,phishing
741,legitimate
742,legitimate
743,legitimate
744,phishing
745,phishing
746,legitimate
747,legitimate
748,phishing
749,legitimate
750,legitimate
751,phishing
752,phishing
753,legitimate
754,phishing
755,legitimate
756,phishing
757,legitimate
758,legitimate
759,phishing
760,phishing
761,phishing
762,phishing
763,legitimate
764,phishing
765,legitimate
766,legitimate
767,phishing
768,phishing
769,phishing
770,legitimate
771,legitimate
772,phishing
773,legitimate
774,legitimate
775,phishing
776,legitimate
777,phishing
778,phishing
779,phishing
780,legitimate
781,phishing
782,phishing
783,phishing
784,legitimate
785,legitimate
786,phishing
787,phishing
788,phishing
789,phishing
790,phishing
791,phishing
792,legitimate
793,legitimate
794,phishing
795,phishing
796,phishing
797,phishing
798,legitimate
799,phishing
