,predicted
276,zinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzin
277,legitimate
278,phishing
279,legitimate
280,legitimate
281,phishing
282,phishing
283,zinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzin
284,phishing
285,zinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzinzin
286,phishing
287,phishing
288,legitimate
289,legitimate
290,phishing
291,legitimate
292,phishing
293,phishing
294,phishing
295,phishing
296,legitimate
297,Phishing.
298,phishing
299,legitimate
300,phishing
301,Phishing
302,Phishing
303,legitimate
304,legitimate
305,legitimate
306,legitimate
307,legitimate
308,legitimate
309,legitimate
310,legitimate
311,phishing
312,legitimate
313,Phishing
314,Phishing
315,phishing
316,legitimate
317,legitimate
318,phishing
319,Phishing
320,legitimate
321,Phishing
322,legitimate
323,Phishing
324,phishing
325,phishing
326,legitimate
327,legitimate
328,legitimate
329,legitimate
330,legitimate
331,legitimate
332,Phishing
333,legitimate
334,legitimate
335,phishing
336,legitimate
337,phishing
338,legitimate
339,legitimate
340,Phishing
341,legitimate
342,legitimate
343,Phishing
344,Phishing
345,phishing
346,legitimate
347,legitimate
348,legitimate
349,legitimate
350,legitimate
351,phishing
352,phishing
353,phishing
354,phishing
355,phishing
356,phishing
357,legitimate
358,legitimate
359,legitimate
360,phishing
361,legitimate
362,phishing
363,phishing
364,legitimate
365,phishing
366,legitimate
367,legitimate
368,legitimate
369,legitimate
370,phishing
371,phishing
372,phishing
373,legitimate
374,Phishing
375,legitimate
376,phishing
377,legitimate
378,legitimate
379,phishing
380,legitimate
381,phishing
382,legitimate
383,phishing
384,legitimate
385,legitimate
386,phishing
387,legitimate
388,legitimate
389,legitimate
390,legitimate
391,phishing
392,legitimate
393,phishing
394,legitimate
395,legitimate
396,phishing
397,phishing
398,legitimate
399,legitimate
400,phishing
401,Phishing
402,legitimate
403,phishing
404,legitimate
405,legitimate
406,legitimate
407,Phishing
408,legitimate
409,phishing
410,legitimate
411,legitimate
412,phishing
413,legitimate
414,legitimate
415,legitimate
416,Phishing
417,phishing
418,phishing
419,Phishing
420,Phishing
421,legitimate
422,phishing
423,legitimate
424,legitimate
425,phishing
426,phishing
427,Phishing
428,legitimate
429,phishing
430,legitimate
431,legitimate
432,legitimate
433,legitimate
434,legitimate
435,phishing
436,phishing
437,legitimate
438,phishing
439,Phishing
440,legitimate
441,phishing
442,legitimate
443,phishing
444,legitimate
445,phishing
446,phishing
447,phishing
448,Phishing
449,Phishing
450,legitimate
451,legitimate
452,legitimate
453,phishing
454,legitimate
455,legitimate
456,Phishing.
457,legitimate
458,legitimate
459,phishing
460,phishing
461,phishing
462,legitimate
463,Phishing
464,phishing
465,legitimate
466,phishing
467,phishing
468,legitimate
469,legitimate
470,legitimate
471,Phishing
472,legitimate
473,Phishing
474,legitimate
475,legitimate
476,phishing
477,legitimate
478,legitimate
479,Phishing
480,phishing
481,Phishing
482,phishing
483,Phishing
484,legitimate
485,phishing
486,legitimate
487,phishing
488,legitimate
489,legitimate
490,legitimate
491,legitimate
492,phishing
493,Phishing
494,phishing
495,phishing
496,legitimate
497,legitimate
498,phishing
499,legitimate
500,phishing
501,legitimate
502,Phishing
503,legitimate
504,legitimate
505,legitimate
506,phishing
507,legitimate
508,legitimate
509,Phishing
510,Phishing
511,legitimate
512,phishing
513,phishing
514,legitimate
515,Phishing
516,legitimate
517,legitimate
518,Phishing
519,legitimate
520,phishing
521,phishing
522,legitimate
523,legitimate
524,legitimate
525,phishing
526,legitimate
527,phishing
528,phishing
529,phishing
530,phishing
531,legitimate
532,Phishing
533,legitimate
534,phishing
535,legitimate
536,legitimate
537,legitimate
538,legitimate
539,legitimate
540,phishing
541,phishing
542,Phishing
543,legitimate
544,phishing
545,legitimate
546,Phishing
547,legitimate
548,phishing
549,legitimate
550,legitimate
551,legitimate
552,legitimate
553,legitimate
554,legitimate
555,legitimate
556,phishing
557,legitimate
558,Phishing
559,legitimate
560,legitimate
561,legitimate
562,legitimate
563,phishing
564,legitimate
565,phishing
566,legitimate
567,legitimate
568,legitimate
569,phishing
570,legitimate
571,phishing
572,phishing
573,phishing
574,phishing
575,phishing
576,phishing
577,legitimate
578,legitimate
579,phishing
580,phishing
581,legitimate
582,legitimate
583,phishing
584,legitimate
585,legitimate
586,legitimate
587,phishing
588,phishing
589,Phishing
590,legitimate
591,phishing
592,legitimate
593,legitimate
594,phishing
595,legitimate
596,legitimate
597,legitimate
598,legitimate
599,phishing
600,legitimate
601,legitimate
602,legitimate
603,legitimate
604,legitimate
605,Phishing
606,legitimate
607,legitimate
608,phishing
609,legitimate
610,Phishing
611,legitimate
612,legitimate
613,legitimate
614,legitimate
615,phishing
616,legitimate
617,phishing
618,legitimate
619,legitimate
620,phishing
621,legitimate
622,legitimate
623,legitimate
624,phishing
625,legitimate
626,Phishing
627,phishing
628,Phishing
629,legitimate
630,legitimate
631,phishing
632,phishing
633,legitimate
634,phishing
635,legitimate
636,Phishing
637,legitimate
638,legitimate
639,phishing
640,phishing
641,phishing
642,phishing
643,legitimate
644,Phishing
645,phishing
646,phishing
647,legitimate
648,phishing
649,phishing
650,legitimate
651,legitimate
652,phishing
653,phishing
654,legitimate
655,phishing
656,legitimate
657,phishing
658,legitimate
659,phishing
660,legitimate
661,phishing
662,Phishing
663,phishing
664,legitimate
665,phishing
666,phishing
667,phishing
668,legitimate
669,legitimate
670,phishing
671,phishing
672,legitimate
673,phishing
674,Phishing
675,phishing
676,legitimate
677,phishing
678,phishing
679,legitimate
680,Phishing
681,legitimate
682,legitimate
683,legitimate
684,legitimate
685,legitimate
686,legitimate
687,Phishing
688,legitimate
689,legitimate
690,legitimate
691,legitimate
692,phishing
693,legitimate
694,legitimate
695,phishing
696,legitimate
697,legitimate
698,phishing
699,legitimate
700,phishing
701,legitimate
702,phishing
703,phishing
704,Phishing
705,legitimate
706,phishing
707,phishing
708,legitimate
709,legitimate
710,legitimate
711,phishing
712,legitimate
713,legitimate
714,Phishing
715,phishing
716,legitimate
717,legitimate
718,legitimate
719,Phishing
720,Phishing
721,legitimate
722,legitimate
723,legitimate
724,legitimate
725,legitimate
726,Phishing
727,legitimate
728,legitimate
729,legitimate
730,legitimate
731,legitimate
732,phishing
733,legitimate
734,phishing
735,legitimate
736,legitimate
737,Phishing
738,phishing
739,legitimate
740,legitimate
741,legitimate
742,phishing
743,phishing
744,legitimate
745,legitimate
746,legitimate
747,legitimate
748,legitimate
749,legitimate
750,legitimate
751,phishing
752,legitimate
753,phishing
754,legitimate
755,legitimate
756,legitimate
757,Phishing
758,phishing
759,phishing
760,phishing
761,legitimate
762,legitimate
763,Phishing
764,phishing
765,phishing
766,legitimate
767,Phishing
768,Phishing
769,phishing
770,phishing
771,legitimate
772,legitimate
773,legitimate
774,phishing
775,phishing
776,legitimate
777,phishing
778,legitimate
779,legitimate
780,legitimate
781,legitimate
782,phishing
783,legitimate
784,legitimate
785,legitimate
786,phishing
787,phishing
788,legitimate
789,legitimate
790,legitimate
791,phishing
792,Phishing
793,phishing
794,legitimate
795,phishing
796,legitimate
797,Phishing
798,phishing
799,legitimate
