,predicted
353,phishing
354,phishing
355,phishing
356,phishing
357,legitimate
358,legitimate
359,legitimate
360,phishing
361,phishing
362,phishing
363,phishing
364,legitimate
365,phishing
366,phishing
367,legitimate
368,legitimate
369,legitimate
370,phishing
371,legitimate
372,phishing
373,legitimate
374,legitimate
375,legitimate
376,phishing
377,legitimate
378,phishing
379,legitimate
380,phishing
381,legitimate
382,phishing
383,legitimate
384,phishing
385,legitimate
386,legitimate
387,legitimate
388,phishing
389,phishing
390,phishing
391,phishing
392,legitimate
393,phishing
394,legitimate
395,phishing
396,legitimate
397,phishing
398,legitimate
399,phishing
400,phishing
401,phishing
402,phishing
403,legitimate
404,phishing
405,legitimate
406,phishing
407,legitimate
408,phishing
409,phishing
410,phishing
411,phishing
412,phishing
413,phishing
414,phishing
415,phishing
416,legitimate
417,phishing
418,phishing
419,legitimate
420,phishing
421,legitimate
422,phishing
423,legitimate
424,legitimate
425,legitimate
426,phishing
427,legitimate
428,phishing
429,phishing
430,phishing
431,phishing
432,legitimate
433,legitimate
434,phishing
435,legitimate
436,phishing
437,phishing
438,phishing
439,phishing
440,legitimate
441,legitimate
442,legitimate
443,phishing
444,phishing
445,legitimate
446,legitimate
447,phishing
448,legitimate
449,legitimate
450,phishing
451,phishing
452,legitimate
453,phishing
454,phishing
455,legitimate
456,legitimate
457,phishing
458,phishing
459,legitimate
460,phishing
461,phishing
462,phishing
463,legitimate
464,legitimate
465,legitimate
466,legitimate
467,legitimate
468,phishing
469,phishing
470,legitimate
471,legitimate
472,legitimate
473,legitimate
474,legitimate
475,legitimate
476,phishing
477,phishing
478,phishing
479,phishing
480,phishing
481,phishing
482,phishing
483,phishing
484,legitimate
485,phishing
486,phishing
487,legitimate
488,legitimate
489,phishing
490,phishing
491,legitimate
492,legitimate
493,phishing
494,phishing
495,phishing
496,phishing
497,legitimate
498,phishing
499,phishing
500,legitimate
501,phishing
502,phishing
503,phishing
504,phishing
505,phishing
506,legitimate
507,phishing
508,legitimate
509,phishing
510,legitimate
511,phishing
512,phishing
513,legitimate
514,legitimate
515,phishing
516,legitimate
517,legitimate
518,legitimate
519,legitimate
520,legitimate
521,legitimate
522,legitimate
523,error
524,error
525,error
526,error
527,error
528,error
529,legitimate
530,error
531,error
532,error
533,error
534,error
535,error
536,phishing
537,error
538,error
539,error
540,error
541,error
542,error
543,error
544,error
545,legitimate
546,error
547,error
548,error
549,error
550,error
551,error
552,error
553,error
554,error
555,error
556,legitimate
557,error
558,error
559,error
560,error
561,error
562,error
563,error
564,phishing
565,error
566,error
567,error
568,error
569,error
570,error
571,error
572,error
573,error
574,error
575,legitimate
576,phishing
577,error
578,error
579,error
580,error
581,error
582,error
583,phishing
584,error
585,error
586,error
587,phishing
588,error
589,error
590,phishing
591,error
592,error
593,error
594,error
595,error
596,error
597,error
598,error
599,legitimate
600,error
601,error
602,error
603,error
604,error
605,error
606,error
607,error
608,error
609,error
610,error
611,error
612,error
613,error
614,phishing
615,error
616,error
617,error
618,error
619,phishing
620,error
621,error
622,error
623,error
624,phishing
625,error
626,error
627,error
628,error
629,error
630,error
631,error
632,error
633,legitimate
634,error
635,error
636,error
637,error
638,phishing
639,error
640,error
641,error
642,error
643,error
644,error
645,error
646,phishing
647,error
648,error
649,error
650,error
651,error
652,error
653,error
654,error
655,legitimate
656,error
657,error
658,error
659,error
660,error
661,error
662,error
663,legitimate
664,error
665,error
666,error
667,error
668,error
669,error
670,error
671,error
672,error
673,error
674,legitimate
675,error
676,error
677,error
678,error
679,error
680,error
681,error
682,error
683,phishing
684,error
685,error
686,error
687,error
688,error
689,error
690,error
691,error
692,phishing
693,error
694,error
695,error
696,error
697,error
698,error
699,error
700,error
701,error
702,error
703,error
704,error
705,error
706,error
707,phishing
708,phishing
709,error
710,error
711,error
712,error
713,error
714,legitimate
715,error
716,error
717,error
718,error
719,error
720,phishing
721,error
722,error
723,error
724,error
725,error
726,error
727,error
728,error
729,error
730,error
731,error
732,error
733,error
734,error
735,error
736,error
737,error
738,legitimate
739,error
740,error
741,error
742,error
743,error
744,error
745,error
746,error
747,error
748,error
749,error
750,error
751,error
752,error
753,error
754,error
755,error
756,error
757,error
758,error
759,phishing
760,error
761,phishing
762,error
763,error
764,error
765,error
766,error
767,error
768,error
769,error
770,phishing
771,error
772,error
773,error
774,error
775,error
776,error
777,error
778,error
779,legitimate
780,error
781,error
782,error
783,error
784,error
785,error
786,error
787,error
788,error
789,error
790,legitimate
791,error
792,error
793,error
794,error
795,error
796,error
797,legitimate
798,error
799,error
