predicted,targets,discrepancia,label,message
phishing,legitimate,True,legitimate,kick meeting tw dashboard please attend meeting tuesday 1 30 1 00 2 30 eb 4102 oma 696 discuss development implementation tw dashboard give presentation marketing dashboard brainstorming session possible types information need manage day day business would like make sure everyone using new dashboard please click access http nahou wwrmso 2 p ets enron com id password current logonid ex llindber lorraine please click nng tab think categories well additional type information would like tw tab expecting kick requirements phase pipeline profile next month also give quick presentation nng pipeline profile developed please contact x 3 7275 bobby mason x 3 5196 questions unable attend thanks martha
legitimate,phishing,True,phishing,"E-LOAN Alert: Your 15 Year Fixed loan at 6.625% is available now.  On Mar 12 2001, you asked E-LOAN to monitor the mortgage market  daily to find the following loan(s):  30 Year Fixed with a 7.250% interest rate and 1.000 point(s). 15 Year Fixed with a 6.875% interest rate and 1.000 point(s). 30 Year Fixed with a 7.375% interest rate and 1.000 point(s).  We currently offer the following:  Loan Type           Rate           Points/(Rebate)          APR ------------------------------------------------------------------------ 30 Year Fixed       7.250%         0.680                    7.359%     15 Year Fixed       6.625%         0.787                    6.811%       To take advantage of our great rates, go to www.eloan.com, search  for today's up to the minute rates and complete the streamlined online  application. Your personal loan consultant will call you with a credit decision. Your loan consultant will then be your single point of contact  throughout the loan process.  And of course you can monitor your loan's  progress at your convenience through your password-protected E-Track account, available online any time.  Below is a list of some of the criteria that you provide E-LOAN with in  order to perform this rate search. To change your Rate Watch settings or  to unsubscribe from this email, please visit www.eloan.com/cgi-bin/watchinput.  Loan Amount: $400000 Property Value: $970000 Property Location: Texas Property Use: Home Property Type: Single Family Residence Loan Purpose: Purchase Will Document Income: Will document income to the lender  E-LOAN: A better way to get a home loan.  ----------------------------------------------------------------  Please note that interest rates change daily and that today's rates  are subject to change in response to market fluctuations. This is not an  offer to enter an interest lock-in agreement.  E-LOAN is an Equal Housing Lender"
phishing,legitimate,True,legitimate,status offers attached spreadsheet indicating status job offers left password voice mail
phishing,legitimate,True,legitimate,movieshack fzlhqllfimovieshackconz returns status saturday 3rd may hi tony monday 28th april indicated returned dvd displayed yet received dvd back shipping centre automated email provided alert possible return postal delays star trek enterprise season 1 2001 disc 3 please note dvds marked returned automatically trigger replacements dvds delayed dvd arrives shipping centre automatically removed currently list think may postal problem please submit report via message centre visit link httpwwwmovieshackconz_accountmcmdmessage email sent automated email address reply get email please visit contact page send response httpwwwmovieshackconz_movieshackicontact return status httpwwwmovieshackconz_accountmcmdeao fri 08 aug 2008 214842 1200 returns status saturday 3rd may
phishing,legitimate,True,legitimate,"Confirming your New Subscription to Paperloop.com ! Dear Monika Causholli,  This message is to confirm your order to Paperloop.com.  Your new Account information is below: 	User ID:	monikac 	Password:	causholli 	Name:		MONIKA CAUSHOLLI 	Title:	ANALYST 	Company:	ENRON 	Address1:	1400 SMITH STREET 	CityStZip:	HOUSTON TX 77002 	Tel. No:	(713) 345 1510 	Email Addr:	MONIKA.CAUSHOLLI@ENRON.COM   Your Subscription term is until 8/16/2002 If you have any questions or concerns about your Subscription, you can reach our customer service department through any of the following ways.  On the web: http://pubservice.com/subinfo.asp?PubCode=PU&AcctNo=860755&Zip=77002  Phone:	1-800-565-9226 or +322.536.0748 Fax:  	415-947-3700  Email:	mailto:info@paperloop.com Mail: 	Paperloop.com 		PO Box 16586 		North Hollywood,CA 91615  For future reference your  Account  number is PU860755. This Transaction id number is  110180.  Best Regards,  Your Paperloop.com team."
legitimate,phishing,True,phishing,"CNN Alerts: My Custom Alert    CNN Alerts: My Custom Alert            Alert Name: My Custom Alert Ledger's joker withdrawn from Oscar race  Fri, 8 Aug 2008 09:37:50 +0200  FULL STORY    You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings click here. To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.   Cable News Network. One CNN Center, Atlanta, Georgia 30303  2008 Cable News Network. A Time Warner Company All Rights Reserved. View our privacy policy and terms."
legitimate,phishing,True,phishing,"CNN.com Daily Top 10 >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email1935@gvc.ceas-challenge.cc&l=cnn-dailytop10"
phishing,legitimate,True,legitimate,kick meeting tw dashboard please attend meeting tuesday 1 30 1 00 2 30 eb 4102 oma 696 discuss development implementation tw dashboard give presentation marketing dashboard brainstorming session possible types information need manage day day business would like make sure everyone using new dashboard please click access http nahou wwrmso 2 p ets enron com id password current logonid ex llindber lorraine please click nng tab think categories well additional type information would like tw tab expecting kick requirements phase pipeline profile next month also give quick presentation nng pipeline profile developed please contact x 3 7275 bobby mason x 3 5196 questions unable attend thanks martha
phishing,legitimate,True,legitimate,duke cashout entries 5 00 6 00 cashout amounts 5 00 6 00 duke energy field services also need enter demand fee account excess 103 charge sale side amounts let know questions may 2000 deal 157278 2 486 00 excess charge 2 38 cashout deal 157288 71 85 cashout june 2000 deal 157278 920 21 excess charge 208 88 cashout purchase cashout 6 00 thanks megan
phishing,legitimate,True,legitimate,christoph cordes uiaregiclamavnet clamav database updated 10 feb 2008 0454 0000 dailycvd version 5763 submissionid 2481657 sender virus total submission notes submissionid 2346639 added submissionid 2483048 sender virus total submission notes submissionid 2473235 added submissionid 2483111 sender virus total submission notes submissionid 2522088 added submissionid 2484556 sender virus total submission notes submissionid 2194607 added submissionid 2484622 sender virus total submission notes submissionid 2194607 added submissionid 2485017 sender jotti submission notes submissionid 2521504 added submissionid 2485955 sender jotti submission notes submissionid 2346639 added submissionid 2487237 sender virus total submission notes already detected trojanvb1663 added submissionid 2487434 sender virus total submission notes submissionid 2346639 added submissionid 2488019 sender virus total submission notes submissionid 2473235 added submissionid 2488063 sender virus total submission notes submissionid 2473235 added submissionid 2488152 sender jotti submission notes submissionid 2346639 added submissionid 2488297 sender virus total submission notes already detected trojanhupigon7457 added virus name alias deepscangenerichupigonyqaf4e0c69e bitdefender submissionid 2488312 sender virus total submission notes submissionid 2473235 added submissionid 2488329 sender virus total submission notes submissionid 2473235 added submissionid 2488456 sender virus total submission notes submissionid 2473235 added submissionid 2488485 sender virus total submission notes submissionid 2473235 added submissionid 2488487 sender virus total submission notes submissionid 2473235 added submissionid 2488499 sender virus total submission notes submissionid 2473235 added submissionid 2488517 sender virus total submission notes submissionid 2473235 added submissionid 2488522 sender virus total submission notes submissionid 2473235 added submissionid 2488523 sender virus total submission notes submissionid 2473235 added submissionid 2488680 sender virus total submission notes submissionid 2473235 added submissionid 2488686 sender virus total submission notes submissionid 2473235 added submissionid 2488737 sender virus total submission notes submissionid 2473235 added submissionid 2488742 sender virus total submission notes submissionid 2473235 added submissionid 2488867 sender virus total submission notes submissionid 2473235 added submissionid 2488881 sender virus total submission notes submissionid 2473235 added submissionid 2488883 sender virus total submission notes submissionid 2473235 added submissionid 2488890 sender virus total submission notes already detected trojanspy23766 added virus name alias genpackbackdoorgeneric19490 bitdefender submissionid 2488925 sender virus total submission notes submissionid 2473235 added submissionid 2489021 sender virus total submission notes submissionid 2473235 added submissionid 2489073 sender virus total submission notes submissionid 2473235 added submissionid 2489169 sender virus total submission notes submissionid 2473235 added submissionid 2489232 sender virus total submission notes submissionid 2473235 added submissionid 2489370 sender virus total submission notes submissionid 2473235 added submissionid 2489378 sender virus total submission notes submissionid 2473235 added submissionid 2489436 sender virus total submission notes submissionid 2473235 added submissionid 2489444 sender virus total submission notes submissionid 2473235 added submissionid 2489445 sender virus total submission notes submissionid 2473235 added submissionid 2489492 sender virus total submission notes submissionid 2473235 added submissionid 2489495 sender virus total submission notes submissionid 2473235 added submissionid 2489496 sender virus total submission notes submissionid 2473235 added submissionid 2489499 sender virus total submission notes submissionid 2473235 added submissionid 2489517 sender virus total submission notes submissionid 2473235 added submissionid 2489581 sender virus total submission notes submissionid 2473235 added submissionid 2489595 sender virus total submission notes submissionid 2473235 added submissionid 2489684 sender virus total submission notes already detected trojandropper4613 added virus name alias droppedtrojanvbsdownloadera bitdefender submissionid 2489701 sender virus total submission notes submissionid 2473235 added submissionid 2489810 sender virus total submission notes submissionid 2473235 added submissionid 2489897 sender virus total submission notes submissionid 2473235 added submissionid 2489908 sender virus total submission notes submissionid 2473235 added submissionid 2490005 sender virus total submission notes submissionid 2473235 added submissionid 2490010 sender virus total submission notes submissionid 2473235 added submissionid 2490150 sender virus total submission notes submissionid 2473235 added submissionid 2490158 sender virus total submission notes submissionid 2473235 added submissionid 2490283 sender virus total submission notes submissionid 2473235 added submissionid 2490316 sender virus total submission notes submissionid 2473235 added submissionid 2490320 sender virus total submission notes submissionid 2473235 added submissionid 2490386 sender virus total submission notes submissionid 2473235 added submissionid 2490401 sender virus total submission notes submissionid 2473235 added submissionid 2490403 sender virus total submission notes submissionid 2473235 added submissionid 2490571 sender virus total submission notes submissionid 2473235 added submissionid 2490580 sender virus total submission notes submissionid 2473235 added submissionid 2490694 sender virus total submission notes submissionid 2473235 added submissionid 2490793 sender virus total submission notes submissionid 2473235 added submissionid 2490809 sender virus total submission notes submissionid 2473235 added submissionid 2490810 sender virus total submission notes submissionid 2473235 added submissionid 2490813 sender virus total submission notes submissionid 2473235 added submissionid 2490841 sender virus total submission notes submissionid 2473235 added submissionid 2490901 sender virus total submission notes submissionid 2473235 added submissionid 2490907 sender virus total submission notes submissionid 2473235 added submissionid 2490945 sender virus total submission notes submissionid 2473235 added submissionid 2490948 sender virus total submission notes submissionid 2473235 added submissionid 2491049 sender virus total submission notes submissionid 2473235 added submissionid 2491159 sender virus total submission notes submissionid 2473235 added submissionid 2491205 sender virus total submission notes submissionid 2473235 added submissionid 2491208 sender virus total submission notes submissionid 2473235 added submissionid 2491210 sender virus total submission notes submissionid 2473235 added submissionid 2491215 sender virus total submission notes submissionid 2473235 added submissionid 2491266 sender virus total submission notes submissionid 2473235 added submissionid 2491325 sender virus total submission notes submissionid 2473235 added submissionid 2491360 sender virus total submission notes submissionid 2473235 added submissionid 2491362 sender virus total submission notes submissionid 2473235 added submissionid 2491435 sender virus total submission notes submissionid 2473235 added submissionid 2491447 sender virus total submission notes submissionid 2473235 added submissionid 2491457 sender virus total submission notes submissionid 2473235 added submissionid 2491470 sender virus total submission notes submissionid 2473235 added submissionid 2491476 sender virus total submission notes submissionid 2473235 added submissionid 2491509 sender virus total submission notes submissionid 2473235 added submissionid 2491652 sender virus total submission notes submissionid 2211453 added submissionid 2491666 sender virus total submission notes submissionid 2473235 added submissionid 2491687 sender virus total submission notes submissionid 2473235 added submissionid 2491700 sender virus total submission notes submissionid 2473235 added submissionid 2491702 sender virus total submission notes submissionid 2473235 added submissionid 2491704 sender virus total submission notes submissionid 2473235 added submissionid 2491756 sender virus total submission notes submissionid 2473235 added submissionid 2491835 sender virus total submission notes submissionid 2473235 added submissionid 2491850 sender virus total submission notes submissionid 2473235 added submissionid 2491868 sender virus total submission notes submissionid 2473235 added submissionid 2491949 sender virus total submission notes submissionid 2473235 added submissionid 2491966 sender virus total submission notes submissionid 2473235 added submissionid 2492080 sender virus total submission notes submissionid 2473235 added submissionid 2492098 sender virus total submission notes submissionid 2473235 added submissionid 2492283 sender virus total submission notes submissionid 2473235 added submissionid 2492291 sender virus total submission notes submissionid 2473235 added submissionid 2492296 sender virus total submission notes submissionid 2473235 added submissionid 2492311 sender virus total submission notes submissionid 2473235 added submissionid 2492324 sender virus total submission notes submissionid 2473235 added submissionid 2492437 sender virus total submission notes submissionid 2473235 added submissionid 2492453 sender virus total submission notes submissionid 2473235 added submissionid 2492455 sender virus total submission notes submissionid 2473235 added submissionid 2492521 sender virus total submission notes submissionid 2473235 added submissionid 2492559 sender virus total submission notes submissionid 2473235 added submissionid 2492562 sender virus total submission notes submissionid 2473235 added submissionid 2492630 sender virus total submission notes submissionid 2473235 added submissionid 2492647 sender virus total submission notes submissionid 2473235 added submissionid 2492659 sender virus total submission notes submissionid 2473235 added submissionid 2492724 sender virus total submission notes submissionid 2473235 added submissionid 2492738 sender virus total submission notes submissionid 2473235 added submissionid 2492741 sender virus total submission notes submissionid 2473235 added submissionid 2492755 sender virus total submission notes submissionid 2473235 added submissionid 2492787 sender virus total submission notes submissionid 2473235 added submissionid 2492900 sender virus total submission notes submissionid 2473235 added submissionid 2492951 sender virus total submission notes submissionid 2355058 added submissionid 2492986 sender virus total submission notes submissionid 2521504 added submissionid 2493002 sender virus total submission notes submissionid 2473235 added submissionid 2493008 sender virus total submission notes submissionid 2473235 added submissionid 2493033 sender virus total submission notes submissionid 2473235 added submissionid 2493038 sender virus total submission notes submissionid 2473235 added submissionid 2493040 sender virus total submission notes submissionid 2473235 added submissionid 2493080 sender virus total submission notes submissionid 2473235 added submissionid 2493154 sender virus total submission notes submissionid 2473235 added submissionid 2493158 sender virus total submission notes submissionid 2473235 added submissionid 2493181 sender virus total submission notes submissionid 2473235 added submissionid 2493188 sender virus total submission notes submissionid 2473235 added submissionid 2493190 sender virus total submission notes submissionid 2473235 added submissionid 2493207 sender virus total submission notes submissionid 2473235 added submissionid 2493209 sender virus total submission notes submissionid 2473235 added submissionid 2493224 sender virus total submission notes submissionid 2473235 added submissionid 2493271 sender virus total submission notes submissionid 2473235 added submissionid 2493302 sender virus total submission notes submissionid 2473235 added submissionid 2493317 sender virus total submission notes submissionid 2473235 added submissionid 2493333 sender virus total submission notes submissionid 2473235 added submissionid 2493350 sender virus total submission notes submissionid 2473235 added submissionid 2493378 sender virus total submission notes submissionid 2473235 added submissionid 2493400 sender virus total submission notes submissionid 2473235 added submissionid 2493413 sender virus total submission notes submissionid 2473235 added submissionid 2493422 sender virus total submission notes submissionid 2473235 added submissionid 2493424 sender virus total submission notes submissionid 2473235 added submissionid 2493550 sender jotti submission notes submissionid 2523051 added submissionid 2493619 sender virus total submission notes submissionid 2473235 added submissionid 2493649 sender virus total submission notes submissionid 2473235 added submissionid 2493662 sender virus total submission notes submissionid 2473235 added submissionid 2493713 sender virus total submission notes submissionid 2473235 added submissionid 2493827 sender virus total submission notes submissionid 2346639 added submissionid 2493855 sender virus total submission notes submissionid 2521504 added submissionid 2493856 sender virus total submission notes submissionid 2473235 added submissionid 2493949 sender virus total submission notes submissionid 2521504 added submissionid 2493961 sender virus total submission notes submissionid 2473235 added submissionid 2494060 sender virus total submission notes submissionid 2473235 added submissionid 2494146 sender virus total submission notes submissionid 2473235 added submissionid 2494186 sender virus total submission notes submissionid 2346639 added submissionid 2494321 sender virus total submission notes submissionid 2473235 added submissionid 2494572 sender virus total submission notes submissionid 2473235 added submissionid 2494654 sender virus total submission notes submissionid 2473235 added submissionid 2494815 sender virus total submission notes submissionid 2473235 added submissionid 2495224 sender virus total submission notes submissionid 2473235 added submissionid 2495265 sender virus total submission notes submissionid 2473235 added submissionid 2495377 sender virus total submission notes submissionid 2473235 added submissionid 2495447 sender virus total submission notes submissionid 2473235 added submissionid 2496305 sender jotti submission notes submissionid 2346639 added submissionid 2496411 sender virus total submission notes submissionid 2473235 added submissionid 2496461 sender virus total submission notes submissionid 2473235 added submissionid 2496574 sender virus total submission notes submissionid 2473235 added submissionid 2496640 sender virus total submission notes submissionid 2473235 added submissionid 2497233 sender virus total submission notes submissionid 2473235 added submissionid 2498365 sender virus total submission notes submissionid 2473235 added submissionid 2498533 sender virus total submission notes submissionid 2473235 added submissionid 2498603 sender virus total submission notes submissionid 2346639 added submissionid 2499059 sender virus total submission notes submissionid 2473235 added submissionid 2499233 sender virus total submission notes submissionid 2473235 added submissionid 2500341 sender virus total submission notes submissionid 2473235 added submissionid 2500385 sender virus total submission notes submissionid 2473235 added submissionid 2500466 sender virus total submission notes submissionid 2473235 added submissionid 2501486 sender virus total submission notes submissionid 2515647 added submissionid na sender na added trojanpeed98 best regards christoph _______________________________________________ httplistsclamavnetcgibinmailmanlistinfoclamavvirusdb wed 06 aug 2008 005000 0000 clamavvirusdb update daily 5763
legitimate,phishing,True,phishing,"CNN.com Daily Top 10 >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email2299@gvc.ceas-challenge.cc&l=cnn-dailytop10"
phishing,legitimate,True,legitimate,deal extended deal 276494 ended june 15 additional flow meter 9602 16 th thru 30 th could extend deal thru 30 th vol management create accounting arrangement person need contact could let know need talk
phishing,legitimate,True,legitimate,"CLAS Shift password URICH Dear Shift Contact person for URICH:  Your password for shift trading is                                    e1tocome_urich   You can share this password with whoever from   University of Richmond  you wish to give priviledge access to URICH shifts  You are listed as a Domestic institution, and as such  you have until December 9th to swap shifts with shifts held by LOCAL institutions.   The 1999 shift schedule can be found at  http://claspc1.cebaf.gov/SHIFTS_1999  Instructions on how to swap shifts can be found at: http://claspc1.cebaf.gov/SHIFTS_1999/readme  Thanks for your prompt attention!!  Arne Freyberger"
phishing,legitimate,True,legitimate,gregory alan bolcer gbolcerendeavorscom went drew chalk circles sidewalk wouldnt miss experience ive collected half dozen passwords access email accounts far greg bitbitchmagnesiumnet wrote hello fork aaron schwartz nprs weekend edition talking warchalking ill agree funny voice squeaky im jealous got radio didnt really wtf big deal warchalking yet see anywhere link probably pop wwwnprorg later today gregory alan bolcer cto work 19498332800 gbolcer endeavorscom httpendeavorscom endeavors technology inc cell 17149285476 sat 21 sep 2002 161438 0700 oh
phishing,legitimate,True,legitimate,"On Fri, 2 Aug 2002, kevin lyda wrote:> On Fri, Aug 02, 2002 at 12:23:04PM +0100, Dermot Beirne wrote: > > I will be out of the office starting  02/08/2002 and will not return until > > 06/08/2002. > ... > > The information in this email is confidential and may be legally > [7+ line sig deleted] >  > an automated message to ilug.  one of those goofy confidentiality > signatures.  more then four lines in a sig.this is serious. the highly confidential information that dermot is out of the office has leaked! i think it would be best if we all email the ""Systems Manager"" as a matter of urgency. in lieu of an email address i suggest emailling all of postmaster, info, sales, hostmaster, webmaster, support and accounts (and any other address one can think of).now, considering the critical nature of this leak, if you do not  receive an adequate reply i think one would be duty bound to raise  the matter again, and again if needs be, until one gets a  satisfactory reply.also, i notice a lot of people on this lot who post from company  addresses do not have disclaimers on their emails. i would encourage  everyone in a professional position to raise the matter of  disclaimers internally and ensure that disclaimers are implemented  for company emails, stationary and phone systems.finally, the email-disclaimers advocacy site 	http://www.emaildisclaimers.com/may prove to be a useful resource. rather strangely one of the quotes  on the front-page of their site is:	'The disclaimers added to the end of emails are not legally  	binding, but it's always good practice to try and disclaim liability'	-- Michael Chissick, Head of Internet law at Field Fisher  	WaterhouseHowever, i suggest this quote, partly the initial part, be ignored and that other more favourable quotes (by self-aggrandising pundits^W^Wleading experts)  be heeded instead.  Also, there is a vicious rumour going round that a year or so ago a rather large company in the UK lost a court case where an employee sent out some kind of libellous email or somesuch despite the company having implemented email disclaimers. pay no heed to this - its just a rumour (http://www.weblaw.co.uk/artemail.htm).Anyway, please: Email exel.com!!!> kevinNB: This email is copyright 2002 Paul Jakma. By reading this email you agree to compensate me by paying me the sum of EUR200 - please contact the copyright author for further details on settling your fee. If you do not agree, please unread this email and delete this email immediately. Further, this email is copyright protected through the use of ASCII ROT-8 encryption. Circumvention of this digital copyright protection may be a criminal offense in certain jurisdictions.(and if it isnt in your jurisdiction, dont worry, the WIPO is working tirelessly to make sure it will be).regards, --  Paul Jakma	paul@clubi.ie	paul@jakma.org	Key ID: 64A2FF6A 	warning: do not ever send email to spam@dishone.st Fortune: ""At least they're ___________EXPERIENCED incompetents""--  Irish Linux Users' Group Social Events: social@linux.ie http://www.linux.ie/mailman/listinfo/social for (un)subscription information. List maintainer: listmaster@linux.ie"
