predicted,targets,discrepancia,label,message
phishing,legitimate,True,legitimate,francisco javier diez bgvpkidiaunedes peter mcburney wrote surely fundamental difference scientific argument legal argument former concerns argument beliefs true world latter argument actions situation rational consideration take account consequences different alternative actions consequences valued relatively one another decisionmakers science hand least current western mythology science expressly ignores consequence beliefs choosing alternative beliefs assertion science concerns beliefs actions may true basic science applied science would say decision analysis branches instance medical decision making science science famously place scientists opinions would like true partially agree scientists opinions beliefs preferences often guide hisher research cases good cases bad certainly scientist must able abandone hisher prior beliefs enough evidence usually case also many examples even great scientists refused new ideas even whole lives according feyerabend crux difference galileo rc church galileo pursuing beliefs regardless wider consequences church considering social political consequences alternative cosmologies official one church behaving rationally given position actor world suppressing galileos new ideas read feyerabends work think galileo affair human conservatism theory contradicted several psychologic scientific theologic ideas deeply rooted people age analysis longterm social political consequences case apologize offtopic would like start discussion subject best regards javier dez francisco javier diez phone 34 913987161 dpto inteligencia artificial fax 34 913988895 uned cjuan del rosal 16 email bgvpkidiaunedes 28040 madrid spain httpwwwiaunedesfjdiez _______________________________________________ uai mailing list faqengrorstedu httpssecureengroregonstateedumailmanlistinfouai tue 05 aug 2008 040333 0200 uai concept cointensive precisiation
phishing,legitimate,True,legitimate,"Re: [CTDB and GFS] some troubles joining domain tridge@samba.org wrote: > Ignacio, >  > I suspect you haven't set ""use mmap = no"" in smb.conf. >  > That is probably needed as I doubt that GFS is mmap coherent across > the cluster. (I can point you at a test tool for that if you like). >  > Also, you should use the same netbios name on all nodes. See the  > ctdb wiki pages for more config info.   I tested with all the netbios name to ""piedra"" and ""use mmap = no"" but  the results are the same... the ""Segmentation fault"" ended the join.  Is possible that the error becomes from samba_3_0_ctdb because remains  with the ctdb stopped.  In the PDC all goes well:     init_sam_from_ldap: Entry found for user: piedra$    init_sam_from_ldap: Entry found for user: piedra$    init_ldap_from_sam: Setting entry for user: piedra$    ldapsam_update_sam_account: successfully modified uid = piedra$ in  the LDAP database   Also, with the ctdb stopped, the error remains:  -------------------------------------- [root@piedra bin]# gdb  ./net -------------------------------------- GNU gdb Red Hat Linux (6.5-16.el5rh) (credits ...) This GDB was configured as ""i386-redhat-linux-gnu""...Using host  libthread_db library ""/lib/libthread_db.so.1"".  (gdb) run rpc join Starting program: /usr/local/etc2/samba-ctdb/bin/net rpc join  Program received signal SIGSEGV, Segmentation fault. 0x08209da9 in tdb_transaction_start () (gdb) backtrace #0  0x08209da9 in tdb_transaction_start () #1  0x080f11b0 in secrets_store_machine_password (pass=0x934f810  ""NFohwlYBWBzSfj"", domain=0x932dcc0 ""UNAV-PDC-01"", sec_channel=2)      at passdb/secrets.c:618 #2  0x084016f8 in trust_pw_change_and_store_it (cli=0x934f518,  mem_ctx=0x934f430, domain=0x932dcc0 ""UNAV-PDC-01"",      orig_trust_passwd_hash=0xbf98bc7c  ""\\a|\\177f\\212%\\023QC4\\0165\\213piedra"", sec_channel_type=2) at  libsmb/trusts_util.c:107 #3  0x080a942d in rpc_oldjoin_internals (domain_sid=0x934f798,  domain_name=0x934f730 ""UNAV-PDC-01"", cli=0x932e850,      pipe_hnd=0x934f518, mem_ctx=0x934f430, argc=0, argv=0x92aa1bc) at  utils/net_rpc.c:301 #4  0x080a90bc in run_rpc_command (cli_arg=0x0, pipe_idx=3,  conn_flags=56, fn=0x80a92a0 , argc=0,      argv=0x92aa1bc) at utils/net_rpc.c:168 #5  0x080a955a in net_rpc_perform_oldjoin (argc=0, argv=0x92aa1bc) at  utils/net_rpc.c:329 #6  0x080a969d in net_rpc_join (argc=0, argv=0x92aa1bc) at  utils/net_rpc.c:405 #7  0x0809c401 in net_run_function (argc=1, argv=0x92aa1b8,  table=0xbf98bea4, usage_fn=0x80b7b8f )      at utils/net.c:132 #8  0x080b7e6c in net_rpc (argc=1, argv=0x92aa1b8) at utils/net_rpc.c:6702 #9  0x0809c401 in net_run_function (argc=2, argv=0x92aa1b4,  table=0x84cdf00, usage_fn=0x80a69d9 ) at utils/net.c:132 #10 0x0809e885 in main (argc=3, argv=0xbf98c404) at utils/net.c:1033 (gdb) quit   --  ________________________________________________________ Dr. Ignacio Coupeau Systems and Network Services Director IT Services University of Navarra           http://www.unav.edu/ Pamplona, SPAIN                 http://www.unav.es/SI/"
phishing,legitimate,True,legitimate,"Market Opener: Canada posts biggest job loss in 17 years      Market Opener newsletter				              Home|  		  National|  		  World|  		  Business|  		  Sports|  		  Opinions|  		  Arts|  		  Technology|  		  Travel|  		  Health|  		  Auto     Friday, August 8, 2008      TOP STORIES  Canada posts biggest job loss in 17 years6   		 			Employment shrinks, surprising economists expecting an increase in jobs, as Canada starts to feel the impact of global slowdown 				  	                   7:24 AM 		  6   Air Canada profit falls 21 per cent4   		 			Revenue, passenger traffic increase in second quarter 				  	                   6:49 AM 		  4   Bargain hunting in the U.S.? Better bring cash4   		 			Lax lending standards no longer apply as lenders slammed by subprime crisis tighten rules 				  	                   12:23 AM 		  4      Corruption? Who, me?   		 			Canada's track record is long on process, almost invisible on results 				  	                   6:12 AM 		     Vancouver's housing hangover   		 			Homeowners hate selling for less than their original purchase price 				  	                   6:00 AM 		    Why solving global warming may not pay off   		 			Copenhagen Consensus name micronutrient supplements for Third World children as best return on investment 				  	                   6:00 AM 		         Advertisement         LATEST NEWS     	   					Stronger U.S. dollar pushes grains down 				      	   					Royal Bank of Scotland has first loss ever 				      	   					Nissan's green car will be electric, not hybrid 				      	   					Profit soars on gains for bond insurer MBIA  				      	   					Oil dips near $119 a barrel 				        Canadian Business   Tim Hortons serves up higher profit11   		 			Doughnut chain posts second-quarter earnings of $75-million, up 11.5 per cent from last year 				  	                   07/08/08                 12:47 PM 		  11    Penn West results hit by hedging charge   		 			Energy trust books second-quarter loss of $323-million, but operating results improve 				  	                   07/08/08                 7:12 PM 		     Manulife Financial hikes its dividend2   		 			But profit sinks 9 per cent amid volatile market conditions 				  	                   07/08/08                 11:20 AM 		  2   Cinram narrows quarterly loss   		 			Company reports higher revenue on DVD copying 				  	                   07/08/08                 6:13 PM 		     Canadian Tire profit shrinks 20 per cent21   		 			Retailer cuts profit outlook for 2008 to $4.75-$5.05 per share from $5.15-$5.40 previously 				  	                   07/08/08                 12:15 PM 		  21    Energy & Resources   Copper hovers near six-month low1   		 			Nickel turns tail on profit-taking after rally 				  	                   6:33 AM 		  1    Labour shortage forces more delays in oil patch10   		 			Imperial holding off on Kearl decision 				  	                   07/08/08                 8:02 PM 		  10   Gabriel Resources loss widens   		 			Hurt by one-time charges from an income tax assessment related to its Romanian mine 				  	                   07/08/08                 1:47 PM 		     FNX Mining profit falls to $11.3-million1    International Business   Banks begin mop-up: pay major fine6   		 			Move on the heels of N.Y. security probe 				  	                   07/08/08                 10:37 PM 		  6    Lufthansa cancels flights at CityLine unit   		 			A dispute with pilots over pay levels leads to cancellation of about 140 flights 				  	                   6:30 AM 		     Boeing sees first 787 cancellation10   		 			Boeing has 551 net firm orders for commercial aircraft so far this year, while rival Airbus has 711 net orders as of the end of July 				  	                   07/08/08                 1:52 PM 		  10   United may cancel order for 42 Airbus aircraft4   		 			Move would cause it to forfeit a $91-million deposit 				  	                   07/08/08                 11:40 AM 		  4    Investing   Games could net gold for Chinese stock market   		 			Historically, host countries enjoy a big rebound in stock prices in wake of Games - but China stands to experience even bigger pop 				  	                   7:29 AM 		      European stocks halt global equities sell-off   		 			Euro hits 5-month low against U.S. dollar after European Central Bank growth warning 				  	                   6:39 AM 		     Takeover targets: Ten miners to watch5   		 			Smaller resources companies could be targets in the current wave of consolidation, says Canaccord Adams 				  	                   07/08/08                 12:46 PM 		  5    Technology   New Google box can search 10 million files1   		 			Company unveils upgraded version of Google Search Appliance, a self-contained search system for managing organization's electronic files 				  	                   06/08/08                 10:13 AM 		  1    Banking by phone for the poor23   		 			Joint venture plans to launch pilot programs in October, aims to reach 1 billion people globally by 2018 				  	                   06/08/08                 12:33 PM 		  23   Microsoft aims for $20-bln buyback: UBS8   		 			Analyst expects company to complete repurchase over next three months, reports Bloomberg 				  	                   06/08/08                 3:25 PM 		  8    Managing   When the workplace goes to the dogs3   		 			Kira Vermond dissects the latest workplace and career trends 				  	                   02/08/08                 8:24 AM 		  3    Senior execs blind to mental illness: survey17   		 			Costs associated with mental health issues are skyrocketing, yet most business leaders still have little awareness of the issue 				  	                   15/07/08                 11:31 AM 		  17                  Yesterdays Markets   Index Change Value  Fri Aug 08 07:45:33 EDT 2008      S&P/TSX          -68.34       13385.17      DJIA         -224.64       11431.43      S&P 500          -23.12        1266.07      Nasdaq          -22.64        2355.73      Venture          -18.27        2130.19      Commodities and Bonds   Index Change Value  Fri Aug 08 07:45:33 EDT 2008      Gold (NY)          -5.10         877.90     Oil (NY)          +1.44         120.02     CRB Index          +2.30         399.54     30 yr Can.           -.04           4.07     30 yr U.S.           -.13           4.56       Currencies   More Foreign Exchange Rates and News      CDN$ buys     US$           -.0048            .9497     Yen           -.8600         103.9200     Euro           +.0006            .6198       US$ buys     CDN$           +.0053           1.0530     Yen           -.3500         109.4300     Euro           +.0039            .6526           About this E-Mail  		You received these headlines because you are subscribed to the Market Opener newsletter from Globeandmail.com.   Sign up for more free newsletters from globeandmail.com Remove me from this newsletter 	 		Copyright  2008 CTVglobemedia Publishng Inc. Contact Us |  		Privacy Policy"
phishing,legitimate,True,legitimate,stephen rigney yufkpajvpgmtnuxbygmailcom hey everyone set ubuntu ireland facebook group set ubuntu ireland facebook group im member moment hope ubuntu users ireland facebook accounts put misery using social networking sites like facebook myspace bebo etc could good idea promoting ubuntu linux broader range people towards technophiles weve got website running shouldnt definitely look use types websites highlight ubuntu stephen fri 08 aug 2008 023030 0000 ilug ubuntu ireland facebook group
phishing,legitimate,True,legitimate,lockergnome penguin shellsubscriptionslockergnomecom lockergnomehttpimageslockergnomecomimagesgnomedailygif linux centralhttpwwwqksrvnetimage471546487847 07152002 penguinreport career services lockergnome dicecom weve teamed dicecom bring full service career enhancement solution whether looking dream job trying hire talented people fullfeatured career resource center place start find talent solution today youre good bunch penguins todays gnomevoice really tells story better ill give quick summary efforts compassion reader karl steenblik found new electronic home foundation children youth diabetes ill let karl tell offered solution suited needs volume responses request help generated almost irrelevant expected came together community collectively offered many viable choices pick solution would work kids global scope concern collective ability effect change humbled start get little callous net accordingly id like sketch idea ongoing part penguin shell open discussion really put technical skills linux _or_ windows skills work good cause im proposing start organized volunteer effort based penguin shell readership provide volunteer technical services worthwhile charitable organizations first need name clearly describes purpose next need volunteers time ability lend skills good cause finally well need suggestions charitable organizations near dear heart maybe organization one youre already working one youre certain use handson remote volunteer help ill start ball rolling personal organizational suggestions aicardi syndrome foundation though dont currently know technical needs know syndrome rare read research technical dollars minimal im sure group provide way fill existing technical holes thats suggestion feel free use mailto links make others next weeks plan modifying current favorite blogging program geeklog pull together community project area interested parties gather coordinate discuss whatever project might become ill keep posted details one earliest issues penguin shell told story emperor penguins huddle together shore knowing protection predators lies sheer numbers one takes leap water others follow individual involvement good community could analogy possibly fitting tony steidlerdennison gnometweak lockergnome readers save 50 computing encyclopedia looking ultimate computing resource discover _computing encyclopedia_ smart computing regular price 59 special offer lockergnome readers get set today 2995 quick shortcuts linux chock full keyboard shortcuts used streamline way use system todays tweaks really user tweaks built shortcuts use maximize linux efficiency dont change system use whats already theyre two tips quick easy learn remember got cluttered console screen use ctrll clear thing clear command far fewer keystrokes want log console screen quickly use ctrld key combination log current user youre using bash current user root ctrld combination close terminal window well opportunity save keystrokes good one better yet avoid take fingers keyboard reach mouse ive really saved time though tough quantify time savings using keystroke combination shortcuts intuitively tell substantial maximum efficiency thats tweaks recommend send us gnometweak gnomecore kernel configuration part xi weve covered fairly light topics point kernel configuration series todays topic requires bit review well discuss configuring block devices kernel weve talked different types devices previous penguin shell issues fundamentally two youll deal block character devices draw type names way handle data block devices receive data storage chunks generally preset sizes data blocks hard drives block devices theyll write chunks data storage thus problem shutting machine uncleanly data intended storage may fact written time power dies hard kill machine system may still accumulating data proper block size committing hard drive character devices hand receive data streams one character time serial ports great example character devices handle data input output fly rather filling buffer _then_ committing data physical nature device types goes long way toward explaining handle data hard drive physically spin store retrieve data youre actually changing magnetic properties disc surface store data consequently hard drive know theres free space disc surface move area disc write head try best group blocks related data together character devices really dont store data much send forget process purely electrical rather electrical physical serial port example sends data stream palm pilot storage data actually handled palm physical storage device computer theres need spin drive account data necessary hard drive palm also send signal back computer confirming receipt data thats indication character devices often communicate directions well youre configuring block devices kernel youre preparing system communicating device buffer data predetermined level write data block changing physical properties hard drive disc surface even though thats highest level view process still shows difficult process physical data storage really block device section youll find many options physical data storage configuring section crucial know much existing hardware possible type brand hard drives using whats interface machine ide parallel etc drive located local machine networkconnected box variables broad nearly impossible give stock configuration tip work personal machine every time tell block devices normally hard drive floppy need answer many questions find much physical devices configuration process relatively painless warning youll see configuration tips like series continues progress ill certainly make handson configuration recommendations possible quite areas make recommendations however variable set broad block devices much legwork tomorrow well talk raid multidevice support linux recommend send us gnomecore tip gnomefile rxlinux httpwwwfusionw3comrxlinux concept behind rxlinux centralise configuration management multiple linux servers new servers deployed minutes web interface used build custom iso cdroms dedicated specific servers servers also called rxnodes boot cdrom get rest configuration software master server administration done directly nodes everything controlled master servers rxnode finished booting software running completely independent rxmaster next reboot recommend send us gnomefile suggestion gnomevoice penguin hearts scribbled karl steenblik believe help posting linux community generated 20 offers help offers would fit space needs number responses shows linux people care overwhelmed gratitude lockergnome httpdigitaldazecom bill digitaldaze sent us large gift 100 mb space think ever use thank people offered help generous people type individually camp hold linux people highest esteem make sure linux lockergnome digitaldaze prominent places site future soon able visit new site httpfcyddigitaldazecom work begins moving site oh labors love make us whole everyone super day thank help recommend speak gnomevoice gnomeclick softwarelinuxcom httpsoftwarelinuxcomindex softwarelinuxcom revitalized version linuxdavecentral true roots site great starting point linux software information software categorized headings audio file utilities office applications system utilities site also features uptodate listings recent popular linux software well program day site definitely get bigger even got nearly linux app youre looking recommend suggest gnomeclick httpwwwlockergnomecomissuespenguinshell20020715html subscribed email address qqqqqqqqqqlgexamplecom unsubscribe change delivery address please visit subscription management page use gnome moniker penguin shell imply endorsement gnome desktop environment penguin shell equal opportunity desktop employer information please refer gnomecredits sidebar look download tip ebooks latest windows daily latest digital media latest tech specialist latest penguin shell latest apple core latest web weekly latest bits bytes latest audio show low price search tech conference microsoft office tips pc productivity tips cool internet tips windows 2000 tips windows xp tips see augusthttpchrispirillocomarchivesgnomedex_banner_goinggif tell friend us advertise us hightech job search chat gnomies watch webcams computer power user read past issues download xsetup lockergnome privacy policy view options xml rss feed syndicate tips link lockergnome get chriss book win digital camera general feedback chriss blog email editor gnomespecials manage workgroup form pilot say time 50 boomer stream create webcd catalog easy web editor kleptomania tagrename pretty good solitaire visualize color combos firststop websearch ecobuilder book collector get listed question group 250000 strong always looking stuff make personal professional lives run smoother lockergnome webcam imagehttpwwwlockergnomecomimageswebcamsteidlerjpg click zoom look byte c2002 lockergnome llc issn 10953965 rights reserved please read terms service web site hosted digitaldaze domain registered dns central tue 16 jul 2002 121729 0500 lockergnome penguin shell good hearts
phishing,legitimate,True,legitimate,"Re: Hi! I'm new here. This is a multi-part message in MIME format. ------=_NextPart_000_106262_01C241DC.868B93A0 Content-Type: text/plain; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable We attempted to deliver this message to you with HTML formatting. = However, your e-mail program does not support HTML-enhanced messages. = Please go to your E-mail Settings for this group and change your E-mail = Preference to ""Text only"". http://groups.msn.com/OneIncomeLiving/_emailsettings.msnw MSN Groups ------=_NextPart_000_106262_01C241DC.868B93A0 Content-Type: text/html; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable    New Message on One Income = Living Hi! I'm new here. =09      Reply  Reply to Sender 		          Recommend Message 11 = in Discussion                                 =20 		             	   =20          From:  joyful Thank you for all the advice. Currently I'm trying to = saving enough for emergency funds. I will not invest any more than I = already had. I'll definetely check out rates for CD and savings. = Thanks! View other = groups in this category.   Also on = MSN:Start Chatting|Listen to Music|House & Home|Try Online = Dating|Daily Horoscopes=20                   To stop getting this e-mail, or change how often it = arrives, go to your E-mail Settings.           		                  Need help? If you've forgotten your password, please = go to Passport Member Services.           		                  For other questions or feedback, go to our Contact Us page.           		                  If you do not want to receive future e-mail from = this MSN group, or if you received this message by mistake, please click = the ""Remove"" link below. On the pre-addressed e-mail message that opens, = simply click ""Send"". Your e-mail address will be deleted from this = group's mailing list.            Remove my e-mail address from One = Income Living. ------=_NextPart_000_106262_01C241DC.868B93A0--"
phishing,legitimate,True,legitimate,Weather Alert Let's talk about Weather Alert on Weds.  It seems that checks sent out pre-petition are being presented to be bank and there are no funds in the account.  Who is the parent of Weather Alert?  Do we know of any reason that we need to honor these checks?
phishing,legitimate,True,legitimate,gregory alan bolcer gbolcerendeavorscom went drew chalk circles sidewalk wouldnt miss experience ive collected half dozen passwords access email accounts far greg bitbitchmagnesiumnet wrote hello fork aaron schwartz nprs weekend edition talking warchalking ill agree funny voice squeaky im jealous got radio didnt really wtf big deal warchalking yet see anywhere link probably pop wwwnprorg later today gregory alan bolcer cto work 19498332800 gbolcer endeavorscom httpendeavorscom endeavors technology inc cell 17149285476 sat 21 sep 2002 161438 0700 oh
phishing,legitimate,True,legitimate,"Save An Extra 20% Off In Our Outlet Store  To ensure that you receive future emails, please add uiljon@thewirelesscatalog.com to your address book or safe sender list.    Click here to see this mail in graphical format:    http://www.thewirelesscatalog.com/cgi-bin/cm.cgi?action=view&ws=91_NIV&cid=196531&list=wireless      Ted,    Spring Cleaning At Our Online Outlet!    Take an Additional 20% OFF Already Reduced Merchandise In Our Outlet Store!  Save Now Through Monday, March 3rd. While Supplies Last!   Good For In-stock Items Only! Limited Time Only!    Enter promotion code 26RFEB8 into the coupon code field upon checkout to receive discount.     Prices not valid on previous orders. Sale begins when you receive this email. Discount valid for internet sales only.  Offer applies to our Outlet Store Section only and expires March 3, 2008, 11:59 P.M. (EST). Shop Wireless today!    Please enter R2841T as the Source Code when you shop.    Click on the link below to begin shopping and take advantage of of the discount!      http://www.thewirelesscatalog.com/cgi-bin/cm.cgi?action=tlink&id=11321&cid=196531&list=wireless      We appreciate your shopping with us at TheWirelessCatalog.com.    Best Regards,    Alison Holm  Wireless Customer Relations Team  Wireless Catalog / TheWirelessCatalog.com    You have received this email because you created a Wireless Account at TheWirelessCatalog.com. If you do not wish to continue receiving this newsletter, please go to:    http://www.thewirelesscatalog.com/tools/optout.hzml?nqil_zvmny=wkl@gvc.ceas-challenge.cc      To view our privacy policy, please go to:      http://www.thewirelesscatalog.com/cgi-bin/cm.cgi?action=tlink&id=11323&cid=196531&list=wireless        Wireless  5581 Hudson Industrial Parkway  Hudson, Ohio 44236  1.800.669.9999"
phishing,legitimate,True,legitimate,"On Fri, 2 Aug 2002, kevin lyda wrote:> On Fri, Aug 02, 2002 at 12:23:04PM +0100, Dermot Beirne wrote: > > I will be out of the office starting  02/08/2002 and will not return until > > 06/08/2002. > ... > > The information in this email is confidential and may be legally > [7+ line sig deleted] >  > an automated message to ilug.  one of those goofy confidentiality > signatures.  more then four lines in a sig.this is serious. the highly confidential information that dermot is out of the office has leaked! i think it would be best if we all email the ""Systems Manager"" as a matter of urgency. in lieu of an email address i suggest emailling all of postmaster, info, sales, hostmaster, webmaster, support and accounts (and any other address one can think of).now, considering the critical nature of this leak, if you do not  receive an adequate reply i think one would be duty bound to raise  the matter again, and again if needs be, until one gets a  satisfactory reply.also, i notice a lot of people on this lot who post from company  addresses do not have disclaimers on their emails. i would encourage  everyone in a professional position to raise the matter of  disclaimers internally and ensure that disclaimers are implemented  for company emails, stationary and phone systems.finally, the email-disclaimers advocacy site 	http://www.emaildisclaimers.com/may prove to be a useful resource. rather strangely one of the quotes  on the front-page of their site is:	'The disclaimers added to the end of emails are not legally  	binding, but it's always good practice to try and disclaim liability'	-- Michael Chissick, Head of Internet law at Field Fisher  	WaterhouseHowever, i suggest this quote, partly the initial part, be ignored and that other more favourable quotes (by self-aggrandising pundits^W^Wleading experts)  be heeded instead.  Also, there is a vicious rumour going round that a year or so ago a rather large company in the UK lost a court case where an employee sent out some kind of libellous email or somesuch despite the company having implemented email disclaimers. pay no heed to this - its just a rumour (http://www.weblaw.co.uk/artemail.htm).Anyway, please: Email exel.com!!!> kevinNB: This email is copyright 2002 Paul Jakma. By reading this email you agree to compensate me by paying me the sum of EUR200 - please contact the copyright author for further details on settling your fee. If you do not agree, please unread this email and delete this email immediately. Further, this email is copyright protected through the use of ASCII ROT-8 encryption. Circumvention of this digital copyright protection may be a criminal offense in certain jurisdictions.(and if it isnt in your jurisdiction, dont worry, the WIPO is working tirelessly to make sure it will be).regards, --  Paul Jakma	paul@clubi.ie	paul@jakma.org	Key ID: 64A2FF6A 	warning: do not ever send email to spam@dishone.st Fortune: ""At least they're ___________EXPERIENCED incompetents""--  Irish Linux Users' Group Social Events: social@linux.ie http://www.linux.ie/mailman/listinfo/social for (un)subscription information. List maintainer: listmaster@linux.ie"
phishing,legitimate,True,legitimate,"Your removal from the HTMLQUICKNEWS list Sun, 24 Jun 2007 00:01:14  You have  been automatically  removed from  the HTMLQUICKNEWS  list (HTML QUICKNEWS Mailing  List) as a  result of repeated delivery  error reports from your  mail system. This  decision was  based on the  automatic error monitoring policy  in effect for the  list, and has not  been reviewed or otherwise confirmed  by a human  being. If  you receive this  message, it means that  something is wrong: while  you are obviously able  to receive mail, your mail system has been regularly reporting that your account did not exist, or that you were otherwise permanently unable to receive mail. Here is some information which may assist  you or your local help desk in determining the cause of the problem:  - The failing address is ktwarwic@SPEEDY.UWATERLOO.CA.  - The first error was reported on 22 Jun 2007.  - Since then, a total of 3 delivery errors have been received.  - The last reported error was: Probe failed.  PLEASE DO NOT  IGNORE THIS MESSAGE. While you can  of course re-subscribe to the list, it is important for  you to report this problem to your mail administrator so that  it can be solved. This problem  is not specific to the HTMLQUICKNEWS  list, and also  affects your private mail.  This means that YOU HAVE  PROBABLY LOST SOME PRIVATE MAIL AS  WELL. Anyone trying to write to you  during the same time frame will  probably have received the same errors for the same reason. The HTMLQUICKNEWS list is but one of the many people who may have tried to write to you while your mail system was malfunctioning."
phishing,legitimate,True,legitimate,"Re: [perl #46987] OO-call failures, autoviv-functions & testing their existence yves orton via RT wrote: > On 10/28/07, via RT Linda Walsh  wrote: >> This is a bug report for perl from twax-vptwszv@tlinx.org, >> generated with the help of perlbug 1.35 running under perl v5.8.8. > [...] >>     my @dummy=(\\&boom);                                         #ln 22 > [...] >> The above prog demonstrates three (3) OO-call related problems. >> Perl autovivifies ""\\&boom"" into ""@dummy"" in ""sub laytrap"" (ln 22, >> above). This *interferes* with OO calls through a blessed ref >> later on in program execution. >  > IMO this isnt a bug. It may be confusing behaviour, but its not a bug. > It works just the same as the equivalent code would work with a hash. --- 	Is referencing a ""hash"" guaranteed to check for references in a parent before returning failure for a non-local definition?  	I don't think it is the same.  Part of OO functionality -- a MAJOR part, is that if the ""method"" is not defined local, they it checks the parent classes. 	The error message tells the user ""&localclass::method"" isn't found in ""$self->parentmethod;"".  The user will think ""I know that.  It is a parent method -- I wouldn't expect it to be in localclass.  Why doesn't it do the standard OO-lookup *before* returning ""undefined"".  If I DID NOT want an OO-call (that checks through parents), I could tell it to call the function as a local function.  Instead of      $self->method I'd use:      method($self).  But using the method-call syntax ""$self->method"", it should look through the parent classes for the method *before* throwing the undefined-error.   > d:\\>perl -e""my $x=\\&foo eval 'sub foo { warn qq(foo) }'; $x->()"" > foo at (eval 1) line 1. >  > d:\\>perl -e""my %f; my $r=\\$f{x}; $$r='testing'; print $f{x};"" > testing >  > The similarity in behavior is not unexpected, given that Perl's global > symbol tables are really just hashes in disguise. ---- 	BUT a hash table isn't something *DEFINED* to look in parent classes.  A method-call is.  They are not symmetric.   > The code you marked as #ln 22, and quoted above is the problem. > Essentially you are creating a function stub, which perl expects you > to fill in later, but you haven't filled it in. Since this produces > undesirable results you simply shouldn't do that.  ---- 	Well this is the solution others come up with -- but no one even knew ""why"" until I reported the bug.  It's confusing and not behaving as the OO-language lookup is supposed to.  > You should do something like >  >    my @dummy; push @dummy,(\\&boom) if defined *boom{CODE};     #ln 22 >  > which takes a reference to the sub only if it is actually defined. ---- 	That is yet ANOTHER great workaround.  That doesn't mean that a call, through a Blessed-ref shouldn't, *FIRST*, do the parental method lookup, before throwing the fatal error.  I would do the parental lookup just before throwing the ""Undefined"" error -- it doesn't have to be ""optimized"" -- just ""work"".  	This is another part that is ""really wrong"".  The user cannot rely on the built-in ""can()"" function to determine if the method is safe to call.  I tried to ""protect"" the calls -- but 'can' returns true if there has been a reference to the same-name, but undefined local function.  You can't use ""defined($self->method)"" as a replacement for $self->can('method');  	I acknowledge that this is not as str8tforward a fix as one might like, but I believe this area is hit more often than the bug report numbers represent.  Too many perl-experts knew the workaround, but couldn't say WHY what I was doing failed.  Narrowing down to the point where I could get others to understand the bug and to where felt I had a handle on it well enough to *report the bug*, took a bit of persistence.  I'd guess most people wouldn't bother to find the ""root cause"" let along get it to the point of filing it in a bug."
