,predicted
333,phishing
334,legitimate
335,legitimate
336,legitimate
337,phishing
338,legitimate
339,legitimate
340,legitimate
341,phishing
342,phishing
343,phishing
344,phishing
345,legitimate
346,phishing
347,phishing
348,legitimate
349,legitimate
350,legitimate
351,phishing
352,legitimate
353,phishing
354,phishing
355,legitimate
356,phishing
357,phishing
358,legitimate
359,legitimate
360,legitimate
361,legitimate
362,legitimate
363,phishing
364,legitimate
365,phishing
366,phishing
367,phishing
368,legitimate
369,phishing
370,legitimate
371,legitimate
372,phishing
373,phishing
374,phishing
375,legitimate
376,phishing
377,legitimate
378,legitimate
379,phishing
380,legitimate
381,phishing
382,phishing
383,legitimate
384,legitimate
385,legitimate
386,legitimate
387,phishing
388,legitimate
389,legitimate
390,legitimate
391,legitimate
392,phishing
393,phishing
394,legitimate
395,legitimate
396,phishing
397,phishing
398,legitimate
399,phishing
400,legitimate
401,phishing
402,phishing
403,phishing
404,legitimate
405,legitimate
406,phishing
407,legitimate
408,legitimate
409,phishing
410,phishing
411,legitimate
412,phishing
413,legitimate
414,phishing
415,phishing
416,phishing
417,phishing
418,phishing
419,phishing
420,phishing
421,legitimate
422,phishing
423,legitimate
424,phishing
425,legitimate
426,legitimate
427,phishing
428,phishing
429,legitimate
430,phishing
431,legitimate
432,legitimate
433,legitimate
434,phishing
435,legitimate
436,legitimate
437,legitimate
438,phishing
439,legitimate
440,phishing
441,phishing
442,legitimate
443,legitimate
444,legitimate
445,legitimate
446,phishing
447,legitimate
448,phishing
449,phishing
450,phishing
451,legitimate
452,phishing
453,legitimate
454,legitimate
455,legitimate
456,legitimate
457,legitimate
458,legitimate
459,legitimate
460,phishing
461,phishing
462,legitimate
463,legitimate
464,legitimate
465,phishing
466,phishing
467,legitimate
468,phishing
469,legitimate
470,legitimate
471,phishing
472,legitimate
473,legitimate
474,legitimate
475,legitimate
476,legitimate
477,phishing
478,phishing
479,phishing
480,phishing
481,legitimate
482,phishing
483,phishing
484,phishing
485,legitimate
486,legitimate
487,legitimate
488,legitimate
489,phishing
490,legitimate
491,legitimate
492,phishing
493,phishing
494,phishing
495,phishing
496,legitimate
497,legitimate
498,phishing
499,phishing
500,phishing
501,phishing
502,legitimate
503,legitimate
504,legitimate
505,legitimate
506,phishing
507,legitimate
508,phishing
509,phishing
510,legitimate
511,legitimate
512,legitimate
513,legitimate
514,legitimate
515,phishing
516,phishing
517,phishing
518,phishing
519,phishing
520,phishing
521,phishing
522,phishing
523,legitimate
524,legitimate
525,phishing
526,phishing
527,legitimate
528,phishing
529,legitimate
530,phishing
531,phishing
532,phishing
533,phishing
534,phishing
535,legitimate
536,phishing
537,phishing
538,phishing
539,legitimate
540,phishing
541,legitimate
542,legitimate
543,phishing
544,legitimate
545,legitimate
546,legitimate
547,legitimate
548,phishing
549,legitimate
550,legitimate
551,legitimate
552,legitimate
553,phishing
554,phishing
555,legitimate
556,legitimate
557,phishing
558,legitimate
559,phishing
560,legitimate
561,phishing
562,legitimate
563,phishing
564,phishing
565,legitimate
566,phishing
567,phishing
568,legitimate
569,legitimate
570,phishing
571,legitimate
572,legitimate
573,phishing
574,legitimate
575,legitimate
576,legitimate
577,legitimate
578,phishing
579,phishing
580,phishing
581,legitimate
582,legitimate
583,legitimate
584,legitimate
585,phishing
586,phishing
587,phishing
588,legitimate
589,legitimate
590,phishing
591,legitimate
592,phishing
593,phishing
594,legitimate
595,legitimate
596,phishing
597,legitimate
598,legitimate
599,legitimate
600,phishing
601,legitimate
602,legitimate
603,phishing
604,legitimate
605,legitimate
606,phishing
607,legitimate
608,legitimate
609,legitimate
610,legitimate
611,legitimate
612,phishing
613,phishing
614,phishing
615,phishing
616,legitimate
617,legitimate
618,phishing
619,phishing
620,phishing
621,legitimate
622,phishing
623,legitimate
624,legitimate
625,legitimate
626,phishing
627,phishing
628,phishing
629,phishing
630,legitimate
631,phishing
632,phishing
633,legitimate
634,legitimate
635,legitimate
636,legitimate
637,legitimate
638,phishing
639,legitimate
640,legitimate
641,legitimate
642,legitimate
643,legitimate
644,legitimate
645,legitimate
646,phishing
647,legitimate
648,phishing
649,phishing
650,legitimate
651,phishing
652,legitimate
653,legitimate
654,legitimate
655,phishing
656,legitimate
657,phishing
658,phishing
659,phishing
660,phishing
661,phishing
662,legitimate
663,legitimate
664,legitimate
665,legitimate
666,phishing
667,legitimate
668,phishing
669,phishing
670,phishing
671,legitimate
672,phishing
673,legitimate
674,phishing
675,legitimate
676,legitimate
677,phishing
678,phishing
679,legitimate
680,phishing
681,legitimate
682,phishing
683,phishing
684,legitimate
685,phishing
686,phishing
687,phishing
688,phishing
689,legitimate
690,legitimate
691,phishing
692,legitimate
693,legitimate
694,legitimate
695,phishing
696,legitimate
697,legitimate
698,phishing
699,legitimate
700,phishing
701,legitimate
702,phishing
703,legitimate
704,phishing
705,phishing
706,legitimate
707,phishing
708,legitimate
709,legitimate
710,phishing
711,legitimate
712,legitimate
713,legitimate
714,phishing
715,legitimate
716,phishing
717,phishing
718,phishing
719,phishing
720,legitimate
721,phishing
722,legitimate
723,legitimate
724,phishing
725,phishing
726,legitimate
727,phishing
728,phishing
729,legitimate
730,legitimate
731,phishing
732,legitimate
733,legitimate
734,phishing
735,phishing
736,legitimate
737,phishing
738,phishing
739,legitimate
740,legitimate
741,legitimate
742,phishing
743,phishing
744,legitimate
745,phishing
746,legitimate
747,legitimate
748,phishing
749,phishing
750,legitimate
751,phishing
752,phishing
753,phishing
754,legitimate
755,legitimate
756,legitimate
757,legitimate
758,phishing
759,legitimate
760,phishing
761,phishing
762,phishing
763,phishing
764,phishing
765,phishing
766,phishing
767,legitimate
768,phishing
769,legitimate
770,legitimate
771,legitimate
772,legitimate
773,legitimate
774,legitimate
775,legitimate
776,legitimate
777,legitimate
778,phishing
779,phishing
780,legitimate
781,phishing
782,phishing
783,phishing
784,phishing
785,phishing
786,legitimate
787,phishing
788,phishing
789,phishing
790,phishing
791,phishing
792,legitimate
793,legitimate
794,legitimate
795,legitimate
796,phishing
797,phishing
798,legitimate
799,phishing
