,predicted
357,legitimate
358,legitimate
359,phishing
360,legitimate
361,legitimate
362,legitimate
363,legitimate
364,legitimate
365,legitimate
366,legitimate
367,legitimate
368,legitimate
369,legitimate
370,phishing
371,legitimate
372,legitimate
373,phishing
374,legitimate
375,legitimate
376,phishing
377,legitimate
378,legitimate
379,phishing
380,phishing
381,phishing
382,phishing
383,phishing
384,legitimate
385,phishing
386,legitimate
387,phishing
388,phishing
389,phishing
390,phishing
391,legitimate
392,phishing
393,legitimate
394,legitimate
395,legitimate
396,legitimate
397,legitimate
398,legitimate
399,legitimate
400,legitimate
401,phishing
402,legitimate
403,phishing
404,legitimate
405,phishing
406,legitimate
407,phishing
408,phishing
409,legitimate
410,phishing
411,phishing
412,phishing
413,legitimate
414,legitimate
415,phishing
416,phishing
417,legitimate
418,phishing
419,phishing
420,legitimate
421,legitimate
422,legitimate
423,legitimate
424,legitimate
425,legitimate
426,phishing
427,legitimate
428,legitimate
429,legitimate
430,legitimate
431,phishing
432,phishing
433,legitimate
434,legitimate
435,phishing
436,phishing
437,phishing
438,phishing
439,phishing
440,phishing
441,legitimate
442,phishing
443,legitimate
444,legitimate
445,legitimate
446,phishing
447,legitimate
448,legitimate
449,phishing
450,legitimate
451,legitimate
452,phishing
453,phishing
454,legitimate
455,legitimate
456,phishing
457,phishing
458,legitimate
459,phishing
460,legitimate
461,legitimate
462,legitimate
463,phishing
464,phishing
465,phishing
466,phishing
467,phishing
468,phishing
469,phishing
470,phishing
471,phishing
472,phishing
473,phishing
474,legitimate
475,phishing
476,phishing
477,legitimate
478,phishing
479,phishing
480,legitimate
481,legitimate
482,legitimate
483,legitimate
484,legitimate
485,phishing
486,phishing
487,phishing
488,phishing
489,phishing
490,legitimate
491,phishing
492,phishing
493,phishing
494,phishing
495,phishing
496,legitimate
497,legitimate
498,legitimate
499,legitimate
500,phishing
501,phishing
502,legitimate
503,legitimate
504,phishing
505,legitimate
506,legitimate
507,phishing
508,legitimate
509,phishing
510,legitimate
511,legitimate
512,phishing
513,phishing
514,phishing
515,legitimate
516,legitimate
517,legitimate
518,legitimate
519,legitimate
520,legitimate
521,legitimate
522,legitimate
523,legitimate
524,phishing
525,legitimate
526,phishing
527,legitimate
528,legitimate
529,phishing
530,phishing
531,legitimate
532,phishing
533,phishing
534,legitimate
535,phishing
536,legitimate
537,legitimate
538,legitimate
539,phishing
540,legitimate
541,legitimate
542,phishing
543,phishing
544,legitimate
545,legitimate
546,legitimate
547,legitimate
548,phishing
549,legitimate
550,phishing
551,legitimate
552,legitimate
553,phishing
554,legitimate
555,legitimate
556,legitimate
557,phishing
558,phishing
559,legitimate
560,phishing
561,legitimate
562,legitimate
563,legitimate
564,phishing
565,phishing
566,phishing
567,phishing
568,phishing
569,legitimate
570,phishing
571,legitimate
572,legitimate
573,phishing
574,legitimate
575,legitimate
576,legitimate
577,phishing
578,legitimate
579,phishing
580,phishing
581,legitimate
582,phishing
583,legitimate
584,phishing
585,phishing
586,legitimate
587,legitimate
588,phishing
589,phishing
590,legitimate
591,phishing
592,legitimate
593,phishing
594,legitimate
595,phishing
596,legitimate
597,phishing
598,legitimate
599,legitimate
600,legitimate
601,phishing
602,phishing
603,phishing
604,phishing
605,phishing
606,legitimate
607,phishing
608,phishing
609,phishing
610,phishing
611,phishing
612,phishing
613,phishing
614,phishing
615,phishing
616,phishing
617,legitimate
618,phishing
619,phishing
620,legitimate
621,legitimate
622,phishing
623,phishing
624,phishing
625,legitimate
626,phishing
627,legitimate
628,phishing
629,legitimate
630,legitimate
631,legitimate
632,legitimate
633,phishing
634,phishing
635,phishing
636,legitimate
637,phishing
638,phishing
639,legitimate
640,phishing
641,legitimate
642,legitimate
643,legitimate
644,phishing
645,legitimate
646,phishing
647,legitimate
648,legitimate
649,legitimate
650,legitimate
651,legitimate
652,phishing
653,phishing
654,phishing
655,phishing
656,phishing
657,phishing
658,legitimate
659,phishing
660,legitimate
661,phishing
662,phishing
663,legitimate
664,legitimate
665,legitimate
666,legitimate
667,phishing
668,legitimate
669,legitimate
670,phishing
671,phishing
672,phishing
673,legitimate
674,phishing
675,legitimate
676,legitimate
677,legitimate
678,phishing
679,phishing
680,legitimate
681,phishing
682,legitimate
683,phishing
684,phishing
685,legitimate
686,phishing
687,legitimate
688,legitimate
689,legitimate
690,phishing
691,legitimate
692,legitimate
693,phishing
694,legitimate
695,legitimate
696,legitimate
697,legitimate
698,phishing
699,phishing
700,phishing
701,phishing
702,legitimate
703,legitimate
704,phishing
705,phishing
706,legitimate
707,legitimate
708,phishing
709,phishing
710,phishing
711,phishing
712,legitimate
713,legitimate
714,phishing
715,phishing
716,phishing
717,phishing
718,legitimate
719,legitimate
720,phishing
721,legitimate
722,legitimate
723,phishing
724,legitimate
725,legitimate
726,phishing
727,phishing
728,phishing
729,legitimate
730,legitimate
731,legitimate
732,phishing
733,legitimate
734,phishing
735,legitimate
736,phishing
737,legitimate
738,legitimate
739,phishing
740,phishing
741,phishing
742,phishing
743,legitimate
744,phishing
745,legitimate
746,phishing
747,phishing
748,legitimate
749,phishing
750,legitimate
751,phishing
752,legitimate
753,phishing
754,legitimate
755,phishing
756,legitimate
757,phishing
758,phishing
759,phishing
760,legitimate
761,phishing
762,legitimate
763,phishing
764,legitimate
765,legitimate
766,phishing
767,legitimate
768,legitimate
769,legitimate
770,phishing
771,phishing
772,legitimate
773,phishing
774,phishing
775,phishing
776,legitimate
777,legitimate
778,phishing
779,legitimate
780,legitimate
781,legitimate
782,legitimate
783,legitimate
784,legitimate
785,legitimate
786,phishing
787,phishing
788,phishing
789,phishing
790,legitimate
791,phishing
792,legitimate
793,legitimate
794,phishing
795,legitimate
796,legitimate
797,phishing
798,legitimate
799,legitimate
